KEY,NOTES,ENGLISH,SPANISH
TUTORIAL.CAMERA.A,,"You can use the W, A, S and D keys or the arrow keys to pan the camera around. Moving the cursor to the edge of the screen also pans the camera, but this can be disabled in the options menu.",
TUTORIAL.CAMERA.B,,Scrolling the mouse wheel or pressing the Q and E keys zooms the camera in or out.,
TUTORIAL.CAMERA.C,,"In the lower-right section of the screen is the minimap, and you can click on this to jump the camera to that point. Click on the “Minimap” label to show or hide the minimap.",
TUTORIAL.CAMERA.D,,Try out these camera controls and then click “Next” to proceed.,
TUTORIAL.FINAL.A,,"This covers the basics of playing King under the Mountain. For your next challenge, aim to set up a functioning {{ROOMS.METALWORKS}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore. Refined metal ores are produced at the {{FURNITURE.ORE_CRUSHING_STATION}}, and fuel can be crushed from coal or produced out of {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} with a {{FURNITURE.CHARCOAL_CLAMP}} in an {{ROOMS.EARTHWORKS}}. Good luck!","Esto cubre los conceptos básicos de jugar al Rey bajo la montaña. Para tu próximo desafío, apunta a establecer un {{ROOMS.METALWORKS}} en funcionamiento con {{FURNITURE.FORGE}} provisto de combustible y mineral de metal refinado. Los minerales metálicos refinados se producen en {{FURNITURE.ORE_CRUSHING_STATION}}, y el combustible se puede triturar a partir de carbón o producir a partir de {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} con un {{FURNITURE.CHARCOAL_CLAMP}} en un {{ROOMS.EARTHWORKS}}. ¡Buena suerte!"
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,{{ROOMS.FARM.PLURAL}} con un recorte asignado
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} asignado
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} de {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,{{roomName}} mosaicos
TUTORIAL.SAVING.A,,"Your progress is saved automatically at midnight, and also whenever you exit the game. You can also quicksave by pressing the F5 key.",
TUTORIAL.SAVING.B,,"Currently the game only works with a single save file at a time, but during the alpha managing multiple save files will be available.",
TUTORIAL.TIME.A,,"The upper-right section of the screen shows the current date and time, and has controls for the game speed.",
TUTORIAL.TIME.B,,You can press the spacebar to pause or unpause the game.,
TUTORIAL.TIME.C,,"The 1 key sets the game to run at normal speed, while the 2, 3 and 4 keys make the game run at an increasingly faster pace. The game will automatically jump to speed 4 while all your settlers are asleep.",
TUTORIAL.TIME.D,,You can also click the speed icons to change the speed or pause the game.,

VEGETABLE.BARLEY,,Barley,de cebada
VEGETABLE.BARLEY.PLURAL,,Barley,de cebada
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un grano utilizado sólo en la producción de cerveza. Se puede plantar en {{SEASON.SPRING}}, {SEASON.SUMMER}} o {{SEASON.OTOWN}}."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Setas berserker
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Setas berserker
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,Un hongo con una tapa rosa-roja que lleva manchas blancas. Tiene propiedades alucinógenas que los guerreros usan a veces en preparación para la batalla.
VEGETABLE.CARROT,,Carrot,de zanahoria
VEGETABLE.CARROT.PLURAL,,Carrots,Zanahorias
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un vegetal de raíz resistente que sobrevive a las heladas {{SEASON.WINTER}}. Las zanahorias crecen rápidamente, pero solo producen una pequeña cosecha. Se puede plantar en {{SEASON.SPRING}}, {SEASON.SUMMER}} o {{SEASON.OTOWN}}."
VEGETABLE.CORN,,Sweetcorn,Maíz
VEGETABLE.CORN.PLURAL,,Sweetcorn,Maíz
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Un grano de cereal también conocido como maíz. Produce una cosecha abundante pero tarda alrededor de 2 temporadas en crecer y no puede sobrevivir {{SEASON.WINTER}}, por lo que requiere plantar a principios de {SEASON.SPRING}}."
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,Casquillo de la muerte
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,Setas de la muerte
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Un hongo muy venenoso con una tapa ancha y plana. Comer incluso una pequeña cantidad casi seguramente causará envenenamiento que puede llevar a la muerte.
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Fruto del dragón
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Frutos de dragón
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Setas de Elfsbane
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Setas de Elfsbane
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Este hongo tiene un sabor simple, sin sabor a la mayoría de los humanoides. Extrañamente, sabe absolutamente desagradable para los elfos, que a menudo reaccionan con vómitos explosivos al consumo, o en casos extremos, un ataque al corazón."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Puño de setas
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Puño de setas
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Un hongo negro-azul con un sabor metálico. Se llama así por un grupo de bardos de la era de la oscuridad.
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Setas resplandor
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Setas resplandor
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,Un hongo impregnado de magia que emite luz y cambia de color con las estaciones del año.
VEGETABLE.HOPS,,Hops,de lúpulo
VEGETABLE.HOPS.PLURAL,,Hops,de lúpulo
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Una flor utilizada para el sabor de la cerveza. Debe plantarse en {{SEASON.SPRING}}.
VEGETABLE.LOQUAT,,Loquat,Locuat
VEGETABLE.LOQUAT.PLURAL,,Loquats,Locuats
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Setas Miltonia
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Setas Miltonia
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Una vez que se pensaba que existía sólo en la región de Hudds, ahora se encuentra en todo el mundo."
VEGETABLE.POTATO,,Potato,de patata
VEGETABLE.POTATO.PLURAL,,Potatoes,Patatas
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Una raíz con almidón vegetal que puede sobrevivir {{SEASON.WINTER}} por lo que es una buena opción para la mayoría de los asentamientos. Se puede plantar en {{SEASON.SPRING}}, {SEASON.SUMMER}} o {{SEASON.OTOWN}}."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Casco púrpura seta
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Setas de casco púrpura
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Gorro Gordo, turbante regordete, casco hinchado; Este hongo legendario tiene muchos nombres. La leyenda sostiene que hace mucho tiempo, muchas comunidades de enanos subsistían enteramente de una cepa domesticada de este hongo."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Seta Rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Setas Rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,Un hongo manchado blanco y negro. Se sabe que afecta la apariencia de quienes la ingieren.
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Setas resplandor del sol
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Setas Sunglow
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Un hongo amarillo brillante que brilla con la apariencia de la luz solar. Pierde este resplandor en el momento en que se cosecha.
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Sirope de hongos en polvo
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Sirope de setas en polvo
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Una seta redonda naranja/amarilla con una parte inferior blanca. Se dice que fue utilizado por los magos hace mucho tiempo, pero para qué propósito, nadie lo sabe."
VEGETABLE.TAMARILLO,,Tamarillo,Tamarillo
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Tamarillos
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Dedal
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Dedales
VEGETABLE.TOMATO,,Tomato,de tomate
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Tomates
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Una planta que crece grandes bayas rojas a menudo utilizadas como vegetal. Solo se puede plantar en {{SEASON.SPRING}}.
VEGETABLE.WHEAT,,Wheat,de trigo
VEGETABLE.WHEAT.PLURAL,,Wheat,de trigo
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Un grano de cereal generalmente utilizado para la producción de pan. Puede sobrevivir a {{SEASON.WINTER}} pero tarda un tiempo en crecer, por lo que se planta en {{SEASON.SPRING}} o {{SEASON.OUMN}}."

VITRIOL.GREEN_VITRIOL.ADJECTIVE,,Green,Verde
VITRIOL.GREEN_VITRIOL.NOUN,,Green,Verde
VITRIOL.GREEN_VITRIOL.TOOLTIP,,"Also known as iron sulfate, this salt has several uses, including as a soil additive to improve crop farming. (Usages of vitriol are not yet implemented in King under the Mountain)","También conocida como sulfato de hierro, esta sal tiene varios usos, incluyendo como aditivo para el suelo para mejorar la agricultura. (Los usos del vitriol aún no se implementan en King under the Mountain)"

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}} {{materialType.adjective}}
WALL.GEMS.NOUN,,Gems,Muro
WALL.ORE.NOUN,,Ore,Muro
WALL.ROUGH_STONE.NOUN,,Rock wall,Muro rocoso
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Muro pulido
WALL.WOODEN.NOUN,,Wood wall,Muro de madera

WOOD.ASPEN.ADJECTIVE,,Aspen,Aspen
WOOD.ASPEN.NOUN,,Aspen,Aspen
WOOD.BAOBAB.ADJECTIVE,,Baobab,Baobab
WOOD.BAOBAB.NOUN,,Baobab,Baobab
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barkshroom
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barkshroom
WOOD.BEECH.ADJECTIVE,,Beech,De haya
WOOD.BEECH.NOUN,,Beech,Haya
WOOD.BIRCH.ADJECTIVE,,Birch,De abedul
WOOD.BIRCH.NOUN,,Birch,Abedul
WOOD.EBONY.ADJECTIVE,,Ebony,Ébano
WOOD.EBONY.NOUN,,Ebony,Ébano
WOOD.FIR.ADJECTIVE,,Fir,De abeto
WOOD.FIR.NOUN,,Fir,Abeto
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Fungiwood
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Fungiwood
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,Ironwood
WOOD.IRONWOOD.NOUN,,Ironwood,Ironwood
WOOD.MAPLE.ADJECTIVE,,Maple,De arce
WOOD.MAPLE.NOUN,,Maple,Arce
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,Nuitsia
WOOD.NUYTSIA.NOUN,,Nuytsia,Nuitsia
WOOD.OAK.ADJECTIVE,,Oaken,De roble
WOOD.OAK.NOUN,,Oak,Roble
WOOD.PECAN.ADJECTIVE,,Pecan,Pacana
WOOD.PECAN.NOUN,,Pecan,Pacana
WOOD.PINE.ADJECTIVE,,Pine,De pino
WOOD.PINE.NOUN,,Pine,Pino
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,Cedro rojo
WOOD.RED_CEDAR.NOUN,,Red cedar,Cedro rojo
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,Emperador rojo
WOOD.RED_EMPEROR.NOUN,,Red emperor,Emperador rojo
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,Palisandro
WOOD.ROSEWOOD.NOUN,,Rosewood,Palisandro
WOOD.SPRUCE.ADJECTIVE,,Spruce,Abeto
WOOD.SPRUCE.NOUN,,Spruce,Abeto
WOOD.STAR_PINE.ADJECTIVE,,Star pine,Pino estrella
WOOD.STAR_PINE.NOUN,,Star pine,Pino estrella
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,Sicómoro
WOOD.SYCAMORE.NOUN,,Sycamore,Sicómoro
