KEY,NOTES,ENGLISH,KOREAN
TUTORIAL.5.C,,"Unlike farm plots, kitchens (and most other rooms) need furniture to function. Click “Furniture” when you have placed a kitchen zone and you’ll be presented with the furniture that can be added. To produce soup, you need to build a {{FURNITURE.WATER_BARREL}}, {{FURNITURE.KITCHEN_WORKTOP}} and {{FURNITURE.CAULDRON}} in the same kitchen zone. Also, designate a {{STOCKPILE.GROUP.FOOD}} {{ROOMS.STOCKPILE}} to store any harvested crops.","농장 플롯과 달리 부엌 (및 대부분의 다른 방) 은 기능하기 위해 가구가 필요합니다. 주방 구역을 배치하면 “가구”를 클릭하면 추가할 수 있는 가구가 표시됩니다. 수프를 생산하려면 같은 주방 구역에 {{FURNITURE.WATER_BARREL}}, {{FURNITURE.KITCHEN_WORKTOP}} 및 {{FURNITURE.CAULDRON}} 를 만들어야 합니다. 또한 수확한 작물을 저장할 {{STOCKPILE.PANTRY}} 영역을 지정합니다."
TUTORIAL.6.A,,"When your crops have been harvested, cooks will bring vegetables to the {{FURNITURE.KITCHEN_WORKTOP}} before adding them to the {{FURNITURE.CAULDRON}} with water and producing soup! Making soup and baking bread means your food supplies will go much further - a single vegetable will feed a dwarf for a single meal, but 3 vegetables cooked into soup will provide 12 meals!","작물이 수확되면 요리사는 {{FURNITURE.KITCHEN_WORKTOP}} 에 야채를 가져와 물과 생산 수프로 {{FURNITURE.CHEFS_CAULDRON}} 에 야채를 넣습니다! 수프를 만들고 빵을 굽는 것은 식량이 훨씬 더 나아갈 것이라는 것을 의미합니다. 단 하나의 야채는 한 끼에 난쟁이를 먹일 것이지만, 수프에 조리 된 3 가지 야채는 12 가지 식사를 제공합니다!"
TUTORIAL.6.B,,"Eventually this kitchen will produce a cauldron full of steaming hot soup, but the cooks don’t like other dwarves getting in the way in their kitchen, so instead you need to have the soup brought to a feasting hall for the whole settlement to enjoy. Designate a feasting hall by clicking on {{GUI.ZONES_LABEL}} > {{ROOMS.FEASTING_HALL}}, then add a {{FURNITURE.CAULDRON}} to it. Note that a feasting hall cauldron won’t be placed until a cauldron containing thick, delicious soup is available.",결국 이 주방은 김이 나는 뜨거운 국물이 가득 찬 가마솥을 만들지만 요리사들은 다른 드워프들이 부엌에 들어가는 것을 좋아하지 않으므로 대신 수프를 잔치 홀로 가져와 전체 정착을 즐기십시오. {{ZONES.LABEL}} > {{ROOMS.FEASTING_HALL}} 을 (를) 클릭하여 잔치 홀을 지정한 다음 {{FURNITURE.CAULDRON}} 을 (를) 추가합니다. 잔치 홀의 가마솥은 두껍고 맛있는 수프가 들어 있는 가마솥이 나올 때까지 놓지 않습니다.
TUTORIAL.7.A,,Over time you will want to expand your food production but this will keep our small settlement nourished for the upcoming winter - your settlers have brought rations to sustain them while the first crops grow.,시간이 지남에 따라 식량 생산을 확대하고 싶을 것입니다. 그러나 이것은 다가오는 겨울 동안 우리의 작은 정착지를 계속 유지할 것입니다. 귀하의 정착민들은 첫 작물이 자라는 동안 식량을 유지할 수 있도록 식량을 가져왔습니다.
TUTORIAL.7.B,,"Most items and furniture are produced out of {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} or {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}. It’s important to maintain a large supply of these. {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} are produced in a {{ROOMS.SAWMILL}}, and {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} are crafted by a {{PROFESSION.STONEMASON}} in a {{ROOMS.MASONRY_WORKSHOP}}. Place one of each of these zones, and build a {{FURNITURE.WOODCUTTERS_BENCH}} and {{FURNITURE.STONEMASON_WORKBENCH}} in them.","대부분의 아이템과 가구는 {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} 또는 {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} 에서 생산됩니다. 이것들의 큰 공급을 유지하는 것이 중요합니다. {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} 은 {{ROOMS.SAWMILL}} 에서 생산되며, {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} {{PROFESSION.STONEMASON}} 에 의해 {{ROOMS.MASONRY_WORKSHOP}} 에 있습니다. 각 구역 중 하나를 배치하고 {{FURNITURE.WOODCUTTERS_BENCH}} 과 {{FURNITURE.STONEMASON_WORKBENCH}} 를 만듭니다."
TUTORIAL.8.A,,"Now you are ready to produce {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} and {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}, but they require other resources to craft them - {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} and {{RESOURCE.STONE.UNREFINED.PLURAL}}. Fortunately these can usually be harvested from the game world quite easily.","이제 당신은 {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} 및 {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}, 하지만 그것들을 제작하려면 다른 자원이 필요합니다 - {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} 및 {{자원.돌.정제되지 않은.복수형}}. 다행히 이들은 일반적으로 아주 쉽게 게임 세계에서 수확 할 수 있습니다."
TUTORIAL.8.B,,Select {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.CHOP_WOOD}} and click-and-drag over trees to let your woodcutters know to cut them down. Similarly you can select select {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.MINE}} and click-and-drag an area of the mountain to designate to be mined. Select enough of both to build your stockpiles back up to 40 of each.,"{{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.CHOP_WOOD}} 을 (를) 선택하고 나무 위에 클릭&드래그하면 목재절단기에 알려줄 수 있습니다. 마찬가지로, {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.MINE}} 를 선택하고 산의 영역을 클릭하여 끌어 채굴할 수 있습니다. 각각의 40까지 다시 비축을 구축하기 위해 둘 다 충분히 선택합니다."
TUTORIAL.8.C,,"Be careful with mining! A mined-out area of 7 by 7 tiles without a {{FURNITURE.PILLAR}} built within that area will collapse! ",광업에 조심해! 그 지역 안에 {{FURNITURE.PILLAR}} 이 없는 7개 타로 이루어진 채굴된 구역은 무너질 것입니다!
TUTORIAL.CAMERA.A,,"You can use the W, A, S and D keys or the arrow keys to pan the camera around. Moving the cursor to the edge of the screen also pans the camera, but this can be disabled in the options menu.",
TUTORIAL.CAMERA.B,,Scrolling the mouse wheel or pressing the Q and E keys zooms the camera in or out.,
TUTORIAL.CAMERA.C,,"In the lower-right section of the screen is the minimap, and you can click on this to jump the camera to that point. Click on the “Minimap” label to show or hide the minimap.",
TUTORIAL.CAMERA.D,,Try out these camera controls and then click “Next” to proceed.,
TUTORIAL.FINAL.A,,"This covers the basics of playing King under the Mountain. For your next challenge, aim to set up a functioning {{ROOMS.METALWORKS}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore. Refined metal ores are produced at the {{FURNITURE.ORE_CRUSHING_STATION}}, and fuel can be crushed from coal or produced out of {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} with a {{FURNITURE.CHARCOAL_CLAMP}} in an {{ROOMS.EARTHWORKS}}. Good luck!","이 산 아래 왕을 재생의 기초를 다룹니다. 다음 챌린지를 위해, 연료와 정제된 금속 광석이 포함된 {{ROOMS.METALWORKS}} 을 (를) 사용하여 작동하는 {{FURNITURE.FORGE}} 에 설치하려고 합니다. 정제된 금속 광석은 {{FURNITURE.ORE_CRUSHING_STATION}} 에서 생산되며, 연료는 석탄에서 분쇄되거나 {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} {{FURNITURE.CHARCOAL_CLAMP}} {{ROOMS.EARTHWORKS}} 에 {{가구.숯불_클램프}}} 로 생산될 수 있습니다. 행운을 빕니다!"
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,농작물이 할당된 {{ROOMS.FARM.PLURAL}}
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,{{professionPlural}} 이 (가) 할당되었습니다.
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{필수 수량}} {{대상 설명}} 의 {{현재 수량}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,{{룸 이름}} 타일
TUTORIAL.SAVING.A,,"Your progress is saved automatically at midnight, and also whenever you exit the game. You can also quicksave by pressing the F5 key.",
TUTORIAL.TIME.A,,"The upper-right section of the screen shows the current date and time, and has controls for the game speed.",
TUTORIAL.TIME.B,,You can press the spacebar to pause or unpause the game.,
TUTORIAL.TIME.C,,"The 1 key sets the game to run at normal speed, while the 2, 3 and 4 keys make the game run at an increasingly faster pace. The game will automatically jump to speed 4 while all your settlers are asleep.",
TUTORIAL.TIME.D,,You can also click the speed icons to change the speed or pause the game.,

VEGETABLE.BARLEY,,Barley,보리
VEGETABLE.BARLEY.PLURAL,,Barley,보리
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","맥주의 생산에만 사용되는 곡물. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,광전사 버섯
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,버서커 버섯
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,흰 반점이 있는 핑크 레드 캡이 달린 버섯. 그것은 전사가 전투 준비에 사용하는 환각 특성을 가지고 있습니다.
VEGETABLE.CARROT,,Carrot,당근
VEGETABLE.CARROT.PLURAL,,Carrots,당근
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} 서리에서 살아남은 튼튼한 뿌리 채소. 당근은 빨리 자라지 만 작은 작물을 생산합니다. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
VEGETABLE.CORN,,Sweetcorn,스윗콘
VEGETABLE.CORN.PLURAL,,Sweetcorn,스윗콘
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.",옥수수 라고도 하는 시리얼 곡물. 풍성한 작물을 생산하지만 성장하는데 약 2시즌이 걸리며 {{SEASON.WINTER}} 생존할 수 없으므로 초기 {{SEASON.SPRING}} 에 심어야 합니다.
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,죽음 모자 버섯
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,죽음 모자 버섯
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",넓고 평평한 뚜껑이 달린 매우 유독 한 버섯. 조금이라도 먹으면 중독을 일으켜 죽음으로 이어질 수 있습니다.
VEGETABLE.DRAGONFRUIT,,Dragonfruit,드래곤프루츠
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,드래곤 과일
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,엘프스베인 버섯
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,엘프스베인 버섯
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","이 버섯은 대부분의 휴머노이드에게 단순하고 맛이 없습니다. 이상하게도, 그것은 종종 소비시 폭발성 구토에 반응하거나 극단적 인 경우 심장 마비에 반응하는 엘프에게 절대적으로 역겨운 맛입니다."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,주먹버섯
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,주먹 버섯
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,금속 맛을 지닌 검은 파란색 버섯. 그것은 어둠 시대의 바지선 그룹의 이름을 따서 명명되었습니다.
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,글로우 버섯
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,글로우 버섯
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,계절에 따라 빛을 발하고 색채를 바꾸는 마법이 주입된 버섯.
VEGETABLE.HOPS,,Hops,홉
VEGETABLE.HOPS.PLURAL,,Hops,홉
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,맥주의 맛을 내기 위해 사용되는 꽃입니다. {{SEASON.SPRING}} 에 심어야 합니다.
VEGETABLE.LOQUAT,,Loquat,비루콰트
VEGETABLE.LOQUAT.PLURAL,,Loquats,비루
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,밀토니아 버섯
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,밀토니아 버섯
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","한때 허드 지역에만 존재한다고 생각되면, 지금은 전 세계에서 발견되고 있습니다."
VEGETABLE.POTATO,,Potato,감자
VEGETABLE.POTATO.PLURAL,,Potatoes,감자
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} 생존할 수 있는 녹말 뿌리 채소로서 대부분의 정착촌에 좋은 선택입니다. {{SEASON.SPRING}}, {{SEASON.SUMMER}} 또는 {{SEASON.AUTUMN}} 에 심을 수 있습니다."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,보라색 헬멧 버섯
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,보라색 헬멧 버섯
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","뚱뚱한 모자, 통통한 소라, 푹신한 헬멧; 이 전설적인 버섯은 많은 이름으로 이어집니다. 전설에 따르면, 오래 전에 많은 드워프 공동체가 이 곰팡이의 길들여진 균주에 전적으로 의존했습니다."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,로시오미코타 버섯
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,로시오미코타 버섯
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,흰색과 검은 색 얼룩진 버섯. 그것을 섭취하는 사람들의 모습에 영향을 미치는 것으로 알려져 있습니다.
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,햇빛 버섯
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,햇빛 버섯
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,햇빛이 비치는 밝은 노란색 버섯. 그것은 수확되는 순간 이 빛을 잃습니다.
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,시럽 파우더 버섯
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,시럽 파우더 버섯
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","흰색 밑면이 둥근 오렌지/노란색 버섯. 오래 전에 마법사가 사용했다고 알려져 있지만, 어떤 목적을 위해 아무도 모릅니다."
VEGETABLE.TAMARILLO,,Tamarillo,타마릴로
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,타마릴로스
VEGETABLE.THIMBLEBERRY,,Thimbleberry,골무베리
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,골무베리
VEGETABLE.TOMATO,,Tomato,토마토
VEGETABLE.TOMATO.PLURAL,,Tomatoes,토마토
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,큰 붉은 열매를 자라는 식물은 종종 야채로 사용됩니다. {{SEASON.SPRING}} 에서만 심을 수 있습니다.
VEGETABLE.WHEAT,,Wheat,밀
VEGETABLE.WHEAT.PLURAL,,Wheat,밀
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.",곡물 곡물은 일반적으로 빵 생산에 사용됩니다. 이 생기는 {{SEASON.WINTER}} 생존할 수 있지만 성장하는 데 시간이 걸리므로 {{SEASON.SPRING}} 또는 {{SEASON.AUTUMN}} 에 심습니다.

VITRIOL.GREEN_VITRIOL.ADJECTIVE,,Green,녹색
VITRIOL.GREEN_VITRIOL.NOUN,,Green,녹색
VITRIOL.GREEN_VITRIOL.TOOLTIP,,"Also known as iron sulfate, this salt has several uses, including as a soil additive to improve crop farming. (Usages of vitriol are not yet implemented in King under the Mountain)",황산철이라고도 불리는이 소금은 작물 농사를 개선하는 토양 첨가제를 포함하여 여러 가지 용도로 사용됩니다. (vitriol의 사용법은 아직 산 아래 킹에서 구현되지 않았습니다)

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{materialType.adjective}} {{wallType.noun}}
WALL.GEMS.NOUN,,Gems,보석
WALL.ORE.NOUN,,Ore,광석
WALL.ROUGH_STONE.NOUN,,Rock wall,바위 벽
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,부드러운 석재 벽
WALL.WOODEN.NOUN,,Wood wall,나무 벽

WOOD.ASPEN.ADJECTIVE,,Aspen,아스펜
WOOD.ASPEN.NOUN,,Aspen,아스펜
WOOD.BAOBAB.ADJECTIVE,,Baobab,바오밥
WOOD.BAOBAB.NOUN,,Baobab,바오밥
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,바크스룸
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,바크스룸
WOOD.BEECH.ADJECTIVE,,Beech,너도밤 나무
WOOD.BEECH.NOUN,,Beech,너도밤 나무
WOOD.BIRCH.ADJECTIVE,,Birch,자작나무
WOOD.BIRCH.NOUN,,Birch,자작나무
WOOD.EBONY.ADJECTIVE,,Ebony,흑단
WOOD.EBONY.NOUN,,Ebony,흑단
WOOD.FIR.ADJECTIVE,,Fir,전나무
WOOD.FIR.NOUN,,Fir,전나무
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,펑지우드
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,펑지우드
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,아이언우드
WOOD.IRONWOOD.NOUN,,Ironwood,아이언우드
WOOD.MAPLE.ADJECTIVE,,Maple,단풍나무
WOOD.MAPLE.NOUN,,Maple,단풍나무
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,누이차
WOOD.NUYTSIA.NOUN,,Nuytsia,누이차
WOOD.OAK.ADJECTIVE,,Oaken,오켄
WOOD.OAK.NOUN,,Oak,오크
WOOD.PECAN.ADJECTIVE,,Pecan,피칸
WOOD.PECAN.NOUN,,Pecan,피칸
WOOD.PINE.ADJECTIVE,,Pine,소나무
WOOD.PINE.NOUN,,Pine,소나무
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,홍삼나무
WOOD.RED_CEDAR.NOUN,,Red cedar,홍삼나무
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,붉은 황제
WOOD.RED_EMPEROR.NOUN,,Red emperor,붉은 황제
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,로즈우드
WOOD.ROSEWOOD.NOUN,,Rosewood,로즈우드
WOOD.SPRUCE.ADJECTIVE,,Spruce,가문비 나무
WOOD.SPRUCE.NOUN,,Spruce,가문비 나무
WOOD.STAR_PINE.ADJECTIVE,,Star pine,스타 파인
WOOD.STAR_PINE.NOUN,,Star pine,스타 파인
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,시카모어
WOOD.SYCAMORE.NOUN,,Sycamore,시카모어
