KEY,NOTES,ENGLISH,ITALIAN
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} di {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,{{roomName}} piastrelle
TUTORIAL.SAVING.A,,"Your progress is saved automatically at midnight, and also whenever you exit the game. You can also quicksave by pressing the F5 key.",
TUTORIAL.SAVING.B,,"Currently the game only works with a single save file at a time, but during the alpha managing multiple save files will be available.",
TUTORIAL.TIME.A,,"The upper-right section of the screen shows the current date and time, and has controls for the game speed.",
TUTORIAL.TIME.B,,You can press the spacebar to pause or unpause the game.,
TUTORIAL.TIME.C,,"The 1 key sets the game to run at normal speed, while the 2, 3 and 4 keys make the game run at an increasingly faster pace. The game will automatically jump to speed 4 while all your settlers are asleep.",
TUTORIAL.TIME.D,,You can also click the speed icons to change the speed or pause the game.,

VEGETABLE.BARLEY,,Barley,Orzo
VEGETABLE.BARLEY.PLURAL,,Barley,Orzo
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un grano utilizzato solo nella produzione di birra. Può essere piantato in {{SEASONON.SPRING}}, {{SEASONON.SUMMER}} o {{SEASON.AUTUMN}}."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Berserker fungo
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Funghi Berserker
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,Un fungo con un cappuccio rosa-rosso che porta macchie bianche. Ha proprietà allucinogene che i guerrieri a volte usano in preparazione alla battaglia.
VEGETABLE.CARROT,,Carrot,Carota
VEGETABLE.CARROT.PLURAL,,Carrots,Carote
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un ortaggio a radice resistente che sopravvive al gelo {{SEASONON.WINTER}}. Le carote crescono rapidamente ma producono solo un piccolo raccolto. Può essere piantato in {{SEASONON.SPRING}}, {{SEASONON.SUMMER}} o {{SEASON.AUTUMN}}."
VEGETABLE.CORN,,Sweetcorn,Mais
VEGETABLE.CORN.PLURAL,,Sweetcorn,Mais
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Un grano di cereali conosciuto anche come mais. Produce un raccolto abbondante ma richiede circa 2 stagioni per crescere e non può sopravvivere a {{SEASONON.WINTER}}, quindi richiede la semina all'inizio di {{SEASONON.SPRING}}."
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,Morte cap fungo
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,Funghi della morte
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Un fungo molto velenoso con un cappuccio largo e piatto. Mangiare anche una piccola quantità sarà quasi certamente causare avvelenamento che può portare alla morte.
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Frutto del Drago
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Frutti di libelli
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Fungo Elfsbane
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Funghi Elfsbane
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Questo fungo ha un gusto semplice e insapore per la maggior parte degli umanoidi. Stranamente, ha un sapore assolutamente disgustoso per gli elfi, che spesso reagiscono con vomito esplosivo al momento del consumo, o in casi estremi, un attacco di cuore."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Pugno fungo
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Funghi Pugno
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Un fungo nero-blu dal sapore metallico. Prende il nome da un gruppo di bardi dall'era delle tenebre.
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Fungo Glow
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Funghi Glow
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,Un fungo magico che emana luce e cambia colore con le stagioni.
VEGETABLE.HOPS,,Hops,Luppolo
VEGETABLE.HOPS.PLURAL,,Hops,Luppolo
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Un fiore utilizzato per l'aromatizzazione della birra. Deve essere piantato in {{SEASONON.SPRING}}.
VEGETABLE.LOQUAT,,Loquat,Nocciolo
VEGETABLE.LOQUAT.PLURAL,,Loquats,Noccioli
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Fungo Miltonia
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Miltonia funghi
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Un tempo si pensava di esistere solo nella regione di Hudds, ora si trova in tutto il mondo."
VEGETABLE.POTATO,,Potato,Patata
VEGETABLE.POTATO.PLURAL,,Potatoes,Patate
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Un ortaggio a radice amidacea che può sopravvivere {{SEASONON.WINTER}} che lo rende una buona scelta per la maggior parte degli insediamenti. Può essere piantato in {{SEASONON.SPRING}}, {{SEASONON.SUMMER}} o {{SEASON.AUTUMN}}."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Fungo casco viola
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Funghi porpora
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Cappello grasso, turbante paffuto, casco gonfio; questo leggendario fungo va con molti nomi. La leggenda sostiene che molto tempo fa, molte comunità di nani sussistevano interamente su un ceppo addomesticato di questo fungo."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Fungo Rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Funghi Rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,Un fungo macchiato bianco e nero. È noto che influisce sull'aspetto di coloro che la ingeriscono.
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Fungo Sunglow
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Funghi Sunglow
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Un fungo giallo brillante che si illumina con l'aspetto della luce solare. Perde questo bagliore nel momento in cui viene raccolto.
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Sciroppo in polvere fungo
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Sciroppo funghi in polvere
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Un fungo rotondo arancione/giallo con una parte inferiore bianca. Si dice che sia stato usato dai maghi molto tempo fa, ma per quale scopo, nessuno lo sa."
VEGETABLE.TAMARILLO,,Tamarillo,Tamarillo
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Tamarillo
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Ditale
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Ditali
VEGETABLE.TOMATO,,Tomato,Pomodoro
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Pomodori
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Una pianta che coltiva grandi bacche rosse spesso utilizzate come ortaggio. Può essere piantato solo in {{SEASONON.SPRING}}.
VEGETABLE.WHEAT,,Wheat,Grano
VEGETABLE.WHEAT.PLURAL,,Wheat,Grano
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Un grano di cereali generalmente utilizzato per la produzione di pane. Può sopravvivere a {{SEASONON.WINTER}} ma richiede un po' di tempo per crescere, quindi è piantato in {{SEASONON.SPRING}} o {{SEASON.AUTUMN}}."

VITRIOL.GREEN_VITRIOL.ADJECTIVE,,Green,Verde
VITRIOL.GREEN_VITRIOL.NOUN,,Green,Verde
VITRIOL.GREEN_VITRIOL.TOOLTIP,,"Also known as iron sulfate, this salt has several uses, including as a soil additive to improve crop farming. (Usages of vitriol are not yet implemented in King under the Mountain)","Conosciuto anche come solfato di ferro, questo sale ha diversi usi, anche come additivo per il suolo per migliorare la coltivazione delle colture. (Gli usi di vetriolo non sono ancora implementati in Re sotto la Montagna)"

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}} {{materialType.adjective}}
WALL.GEMS.NOUN,,Gems,Parete
WALL.ORE.NOUN,,Ore,Parete
WALL.ROUGH_STONE.NOUN,,Rock wall,Parete di roccia
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Parete di pietra liscia
WALL.WOODEN.NOUN,,Wood wall,Parete di legno

WOOD.ASPEN.ADJECTIVE,,Aspen,Aspen
WOOD.ASPEN.NOUN,,Aspen,Aspen
WOOD.BAOBAB.ADJECTIVE,,Baobab,Baobab
WOOD.BAOBAB.NOUN,,Baobab,Baobab
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barkshroom
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barkshroom
WOOD.BEECH.ADJECTIVE,,Beech,di faggio
WOOD.BEECH.NOUN,,Beech,Faggio
WOOD.BIRCH.ADJECTIVE,,Birch,di betulla
WOOD.BIRCH.NOUN,,Birch,Betulla
WOOD.EBONY.ADJECTIVE,,Ebony,Ebony
WOOD.EBONY.NOUN,,Ebony,Ebony
WOOD.FIR.ADJECTIVE,,Fir,di abete
WOOD.FIR.NOUN,,Fir,Abete
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Fungiwood
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Fungiwood
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,Ironwood
WOOD.IRONWOOD.NOUN,,Ironwood,Ironwood
WOOD.MAPLE.ADJECTIVE,,Maple,di acero
WOOD.MAPLE.NOUN,,Maple,Acero
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,Nuitsia
WOOD.NUYTSIA.NOUN,,Nuytsia,Nuitsia
WOOD.OAK.ADJECTIVE,,Oaken,di quercia
WOOD.OAK.NOUN,,Oak,Quercia
WOOD.PECAN.ADJECTIVE,,Pecan,Pecan
WOOD.PECAN.NOUN,,Pecan,Pecan
WOOD.PINE.ADJECTIVE,,Pine,di pino
WOOD.PINE.NOUN,,Pine,Pino
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,Cedro rosso
WOOD.RED_CEDAR.NOUN,,Red cedar,Cedro rosso
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,Imperatore rosso
WOOD.RED_EMPEROR.NOUN,,Red emperor,Imperatore rosso
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,Palissandro
WOOD.ROSEWOOD.NOUN,,Rosewood,Palissandro
WOOD.SPRUCE.ADJECTIVE,,Spruce,Abete rosso
WOOD.SPRUCE.NOUN,,Spruce,Abete rosso
WOOD.STAR_PINE.ADJECTIVE,,Star pine,Pino stellato
WOOD.STAR_PINE.NOUN,,Star pine,Pino stellato
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,Sicomoro
WOOD.SYCAMORE.NOUN,,Sycamore,Sicomoro
