KEY,NOTES,ENGLISH,TURKISH
SEASON.SPRING,,Spring,İlkbahar
SEASON.SUMMER,,Summer,Yaz
SEASON.WINTER,,Winter,Kış

SEED.BARLEY_SEED,,Barley,Arpa
SEED.BARLEY_SEED.TOOLTIP,{{VEGETABLE.BARLEY.TOOLTIP}},"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Sadece bira üretiminde kullanılan bir tahıl.  {{SEASON.SPRING}}, {{SEASON.SUMMER}} veya   {{SEASON.AUTUMN}} mevsimlerinde dikilebilir."
SEED.BERSERKER_MUSHROOM_SPAWN,,Berserker,Savaşcı Mantarı
SEED.BERSERKER_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP}},A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Beyaz noktalı, kırmızı-pembe şemsiyeye sahip bir mantar. Halüsinojenik özellikleri nedeni ile bazen savaşcılar tarafından savaşa hazırlık için kullanılır."
SEED.CARROT_SEED,,Carrot,Havuç
SEED.CARROT_SEED.TOOLTIP,{{VEGETABLE.CARROT.TOOLTIP}},"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","{{SEASON.WINTER}} ayazında hayatta kalabilen dayanıklı bir kök bitkisi. Havuç hızlı büyümesine rağmen az miktarda mahsül verirler.  {{SEASON.SPRING}}, {{SEASON.SUMMER}} ve  {{SEASON.AUTUMN}} mevsimlerinde ekilebilir."
SEED.CORN_SEED,,Corn,Mısır
SEED.CORN_SEED.TOOLTIP,{{VEGETABLE.CORN.TOOLTIP}},"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.",Darı olarakda bilinen bir tahıl tanesidir. Bol mahsül verir ancak büyümesi yaklaşık 2 mevsim sürer {{SEASON.WINTER}} mevsiminde hayatta kalamaz.  {{SEASON.SPRING}} mevsiminin başında dikilmesi gerekir.
SEED.DEATH_CAP_SPAWN,,Death cap,"Köygöçüren mantarı "
SEED.DEATH_CAP_SPAWN.TOOLTIP,{{VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP}},"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.",Geniş bir şapkaya sahip aşırı zehirli mantar türü. Ufak miktarda tüketilmesi bile ölüme neden olabilecek ciddi zehirlenmeye yol açabilir.
SEED.ELFSBANE_SPAWN,,Elfsbane,Elfboğan
SEED.ELFSBANE_SPAWN.TOOLTIP,{{VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP}},"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","İnsansı varlıklar için basit neredeyse tadı olmayan bir bitki olan Elfboğan, adındanda anlaşılacağı gibi elfer için zararldır. Ağızlarında acı ve iğrenç bir tad bırakan Elfboğan, tüketmeleri halinde mide bulantısı ve kusma, ekstrem vakalarda ise kalp krizi geçirtebilir."
SEED.FIST_SPAWN,,Fist,Yumruk mantarı
SEED.FIST_SPAWN.TOOLTIP,{{VEGETABLE.FIST_MUSHROOM.TOOLTIP}},A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Siyah-mavi renge sahip ve ağızda metalik tad bırakan bir mantar türü. İsmini Karanlık Çağındaki bir grup ozandan alır.
SEED.GLOW_SPAWN,,Glow,Parıltı Mantarı
SEED.GLOW_SPAWN.TOOLTIP,{{VEGETABLE.GLOW_MUSHROOM.TOOLTIP}},A magic-infused mushroom that gives off light and changes colour with the seasons.,Büyü aşılanmış bir mantar türüdür. Sürekli olarak ışık verir ve mevsimlere göre renk değiştirir.
SEED.HEMP_SEED,,Hemp,
SEED.HEMP_SEED.TOOLTIP,,Used to produce rope and fabric after it hsa been processed.,
SEED.HOPS_SEED,,Hops,Şerbetciotu
SEED.HOPS_SEED.TOOLTIP,{{VEGETABLE.HOPS.TOOLTIP}},A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Biranın tadlandırılmasında kullanılan bir çiçek. {{SEASON.SPRING}} mevsiminde dikilmesi gerekir.
SEED.MILTONIA_SPAWN,,Miltonia,Orkide
SEED.MILTONIA_SPAWN.TOOLTIP,{{VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP}},"Once thought to exist only in the Hudds region, it is now found throughout the world.","Bir zamanlar sadece Hudds bölgesinde olduğu düşünülen, ancak her yerde bulunan bir çiçek."
SEED.POTATO_SEED,,Potato,Patates
SEED.POTATO_SEED.TOOLTIP,{{VEGETABLE.POTATO.TOOLTIP}},"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Nişastalı bir kök bitkisi olması ve  {{SEASON.WINTER}} mevsiminde hayatta kalabilmesi onu bir çok yerleşke için vazgeçilmez kılar. {{SEASON.SPRING}}, {{SEASON.SUMMER}} ve {{SEASON.AUTUMN}} mevsimlerinde dikilebilir."
SEED.PURPLE_HELMET_SPAWN,,Purple helmet,Pembe Kasket
SEED.PURPLE_HELMET_SPAWN.TOOLTIP,{{VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP}},"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Şişman Şapka, Tombul Eşarp, Kabarık Kasket gibi bir çok isim ile bilinen efsanevi mantar. Efsaneye göre eskiden bir çok cüce topluluğu sadece ve sadece bu mantarın evcilleştirilmiş bir türünü yiyerek hayatta kalabiliyorlarmış."
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN,,Rociomycota,Rociomykota
SEED.ROCIOMYCOTA_MUSHROOM_SPAWN.TOOLTIP,{{VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP}},A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Tükentenlerin dış görünüşlerini etkilediği bilinen, siyah ve beyaz noktalara sahip bir mantar türü."
SEED.SUNGLOW_SPAWN,,Sunglow,Gün parıltısı
SEED.SUNGLOW_SPAWN.TOOLTIP,{{VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP}},A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,Parlak sarı renge sahip ve gün ışığında parlayan bir mantar türü. Hasat edildiği anda parıltısını kaybeder.
SEED.SYRUP_POWDER_SPAWN,,Syrup powder,Şurup tozu
SEED.SYRUP_POWDER_SPAWN.TOOLTIP,{{VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP}},"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.",Sarı-turuncu arası bir renge sahip yuvarlak şekle sahip olan bu mantarın iç kısmı beyazdır. Uzun zaman önce büyücüler tarafından kullandığı anlatılır ancak nasıl ve ne amaç ile kullanıldıkları hakkında kimsenin bir fikri yok.
SEED.TOMATO_SEED,,Tomato,Domates
SEED.TOMATO_SEED.TOOLTIP,{{VEGETABLE.TOMATO.TOOLTIP}},A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,Büyük kırmızı meyvelere sahip bir bitki. Sadece {{SEASON.SPRING}} mevsiminde dikilebilir.
SEED.WHEAT_SEED,,Wheat,Buğday
SEED.WHEAT_SEED.TOOLTIP,{{VEGETABLE.WHEAT.TOOLTIP}},"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.",Genellikle ekmek üretiminde kullanılan bir tahıl tanesi. {{SEASON.WINTER}} mevsiminde hayatta kalabilir ancak hasata hazır olması uzun sürer bu yüzden  {{SEASON.SPRING}} veya {{SEASON.AUTUMN}} dikilmesi gerekir.

SHRUB.DESCRIPTION,Shrub or bush should do,Bush,Çalı

STATUS.ALCOHOL_WITHDRAWL,,Alcohol withdrawl,
STATUS.BLEEDING,,Bleeding,
STATUS.BLINDED,,Blind,
STATUS.DEATH,,Dead,
STATUS.DRUNK,,Drunk,
STATUS.DYING_OF_HUNGER,,Dying of hunger,
STATUS.DYING_OF_THIRST,,Dying of thirst,
STATUS.EXHAUSTED,,Exhausted,
STATUS.INTERNAL_BLEEDING,,Internal bleeding,
STATUS.KNOCKED_UNCONSCIOUS,,Unconscious,
STATUS.MOVEMENT_IMPAIRED,,Impaired movement,
STATUS.ON_FIRE,,On fire,
STATUS.POISONED,,Poisoned,
STATUS.TEMPORARILY_BLINDED,,Temporarily blinded,
STATUS.VERY_HUNGRY,,Very hungry,
STATUS.VERY_THIRSTY,,Very thirsty,

STOCKPILE.GROUP.FOOD,,Food,
STOCKPILE.GROUP.FOOD.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,
STOCKPILE.GROUP.FUEL,,Fuel,
STOCKPILE.GROUP.GRANARY,,Granary,
STOCKPILE.GROUP.GRANARY.TOOLTIP,,Stores grains and seeds which will not expire.,
STOCKPILE.GROUP.PRODUCTS,,Products,
STOCKPILE.GROUP.RAW_MATERIALS,,Raw materials,
STOCKPILE.GROUP.SEEDS,,Seeds,
STOCKPILE.GROUP.TOOLS,,Tools,
STOCKPILE.GROUP.TOOLS.TOOLTIP,,Stores tools required for working on jobs.,
STOCKPILE.GROUP.WEAPONS,,Weapons,
STOCKPILE.GROUP.WEAPONS.TOOLTIP,,Stores harvested fruit and vegetables which can expire.,

STONE.BASALT.ADJECTIVE,,Basalt,Bazalt
STONE.BASALT.NOUN,,Basalt,Bazalt
STONE.BASALT.TOOLTIP,,An igneous rock formed by the rapid cooling of lava. Almost all of the volcanic rock in the world is basalt.,Lavın hızlı soğuması ile meydana gelen bir magma taşı. Dünya üzerindeki nerdeyse tüm volkanik taşlar bazalttıri.
STONE.DOLOSTONE.ADJECTIVE,,Dolostone,Dolomit
STONE.DOLOSTONE.NOUN,,Dolostone,Dolomit
STONE.DOLOSTONE.TOOLTIP,,"A sedimentary rock mostly made up of the mineral dolomite, so it is also known as dolomite rock.","Çoğunluklar dolomit mineralinden meydana gelen bir tortu taşıdır, ayrıca dolomite kayası olarakda bilinir."
STONE.FRONITE.ADJECTIVE,,Frónite,Frónite
STONE.FRONITE.NOUN,,Frónite,Frónite
STONE.FRONITE.TOOLTIP,,A blue-hued rock mostly found on an icy island to the north. It has a high iron content.,Mavi gölgelere sahiptir ve genellikle kuzeydeki buzul adalarda bulunur. Yüksek demir içeriğine sahiptir.
STONE.GRANITE.ADJECTIVE,,Granite,Granit
STONE.GRANITE.NOUN,,Granite,Granit
STONE.GRANITE.TOOLTIP,,"A common type of igneous rock. It has a large proportion of quartz, making it good for locating certain gemstones.",Yaygın bir magmatik taştır. Büyük miktarlarda quartz içerir buda onu belli başlı değerli taşları bulmak için iyi bir yöntem haline getirir.
STONE.LIMESTONE.ADJECTIVE,,Limestone,Kireç taşı
STONE.LIMESTONE.NOUN,,Limestone,Kireç taşı
STONE.LIMESTONE.TOOLTIP,,A lightly-coloured sedimentary rock which makes for a good building material. It is also used as a flux in the production of {{METAL.STEEL.NOUN}}.,"Hafif renkli tortul bir kaya olması onu iyi bir inşa malzemesi haline getirir. Ayrıca {{METAL.STEEL.NOUN}} yapımında hataların giderilmesinde kullanılır. "
STONE.MARBLE.ADJECTIVE,,Marble,Mermer
STONE.MARBLE.NOUN,,Marble,Mermer
STONE.MARBLE.TOOLTIP,,A metamorphic rock which is used as a high-quality material for sculpture and masonry due to its brilliant appearance.,"Heykel ve taş ustaları tarafından sıkça kullanılan yüksek kaliteye sahip, metamorfik ve muhteşem bir görüntüye sahip bir kayadır. "
STONE.SANDSTONE.ADJECTIVE,,Sandstone,Kumtaşı
STONE.SANDSTONE.NOUN,,Sandstone,Kumtaşı
STONE.SANDSTONE.TOOLTIP,,"A sedimentary rock composed of sand-like fragments. ",Tortul bir kayadır ve kum benzeri parçalardan meydana gelir.
STONE.SHALE.ADJECTIVE,,Shale,Killi yapraktaşı
STONE.SHALE.NOUN,,Shale,Killi yapraktaşı
STONE.SHALE.TOOLTIP,,A fine-grained sedimentary rock composed of pressurized mud. It can be easily broken into thin layers.,Basınç altında kalmış çamurdan meydana gelmiş ince taneli bir tortul kayadır. Kolayca ince tabakalar halinde kırılabilir.
STONE.SLATE.ADJECTIVE,,Slate,Kayrak
STONE.SLATE.NOUN,,Slate,Kayrak
STONE.SLATE.TOOLTIP,,A metamorphic rock that is usually formed out of {{STONE.SHALE.NOUN}}. It is often made into tiles for roofing or writing.,Genellikle {{STONE.SHALE.NOUN}} meydana gelen metamorfik bir kayadır. Çoğu zaman çatı veya yazıda kullanılmak için tabletler haline getirilir.

TOOL.AXE.NOUN,,Axe,Balta
TOOL.AXE.TOOLTIP,,Used to chop down trees. The primary tool of a {{PROFESSION.WOODCUTTER}}.,Ağaç kesmek için kullanılır.  {{PROFESSION.WOODCUTTER}} ana aletidir.
TOOL.CHISEL.NOUN,,Chisel,Keski
TOOL.CHISEL.TOOLTIP,,Used to sculpt rock into shape. One of the tools used by a {{PROFESSION.STONEMASON}}.," Heykele şekil vermekte kullanılır. {{PROFESSION.STONEMASON}} tarafından kullanılan aletlerden biridir."
TOOL.FISHING.ROD.NOUN,,Fishing rod,Balık oltası
TOOL.FISHING.ROD.TOOLTIP,,Used to catch fish from a body of water. The primary tool of a {{PROFESSION.FISHER}}.,Balık yakalamak için kullanılır.  {{PROFESSION.FISHER}} ana aletidir.
TOOL.KITCHEN.KNIFE.NOUN,,Kitchen knife,Şef bıçağı
TOOL.KITCHEN.KNIFE.TOOLTIP,,"Used to prepare food, particularly meat.","Yemek yapmak için kullanılır, özellikle et yemekleri."
TOOL.LARGE.HAMMER.NOUN,,Large hammer,Geniş çekiç
TOOL.LARGE.HAMMER.TOOLTIP,,Used to bash large items of stone and metal into shape. The primary tool of a {{PROFESSION.BLACKSMITH}}.,Büyük taş parçalarını parçalamak ve metali şekle sokmak için kullanılır. {{PROFESSION.BLACKSMITH}} ana aletidir.
TOOL.PICKAXE.NOUN,,Pickaxe,Kazma
TOOL.PICKAXE.TOOLTIP,,Used to break stone into smaller pieces. The primary tool of a {{PROFESSION.MiNER}}.,Taşı daha küçük parçalara ayırmak için kullanılır. {{PROFESSION.MiNER}} ana aletidir.
TOOL.PLANE.NOUN,A carpenter's plane,Plane,Planya
TOOL.PLANE.TOOLTIP,,Used to shave wooden furniture and items into shape. The primary tool of a {{PROFESSION.CARPENTER}}.,Tahta mobilya ve eşyalara tıraşlayarak şekil vermek için kullanılır. {{PROFESSION.CARPENTER}} ana aletidir.
TOOL.ROLLING.PIN.NOUN,,Rolling pin,Oklava
TOOL.ROLLING.PIN.TOOLTIP,,Used to prepare dough. One of the tools used by a {{PROFESSION.CHEF}}.,Hamur hazırlanmak için kullanılır. {{PROFESSION.CHEF}} kullandığı aletlerden biridir.
TOOL.SAW.NOUN,A carpenter's saw,Saw,Testere
TOOL.SAW.TOOLTIP,,Used to cut wood into shape. Required for cutting lumber in the {{ROOMS.SAWMILL}}.,Oduna keserek şekil vermek için kullanılır. {{ROOMS.SAWMILL}} de kereste yapmak için gereklidir.
TOOL.SMALL.HAMMER.NOUN,,Hammer,Çekiç
TOOL.SMALL.HAMMER.TOOLTIP,,Used to bash small items of stone and metal into shape. One of the tools used by a {{PROFESSION.BLACKSMITH}}.,Küçük taş ve metal parçalara ezerek şekil vermek için kullanılır.  {{PROFESSION.BLACKSMITH}} tarafından kullanılan eşyalardan biridir.
TOOL.TONGS.NOUN,A blacksmith's tongs,Tongs,Maşa
TOOL.TONGS.TOOLTIP,,Used to hold extremely hot metal items. Used in the process of smelting metal ore.,Aşırı sıcak metal eşyaları tutmak için kullanılır. Metal cevherinin eritilmesi sürecinde kullanılır.

TREE.DESCRIPTION,E.g. “Oak tree”,{{materialType.noun}} tree,{{materialType}}

TUTORIAL.1.A,,"Your settlers have three basic needs to fulfil: food, drink and somewhere to sleep. Although they will complain about it for now, they can drink from the nearby river and sleep on the ground. What they can’t do is magic up some food from nowhere (at least, not without a mage around!) so we will focus on food to begin with.","Vatandaşlarının karşılaması gereken üç temel ihtiyaç: yemek yemek, su içmek ve barınma. Her ne kadar şuan şikayet etselerde yakında ki nehirden su içebilir ve yerde yatabilirler. Yapamayacakları şey ise abra kadabra diyip yoktan yiyecek yaratmak (en azından etrafta büyücüleri yokken). O yüzden öncelikle yemek ile başlıyoruz. "
TUTORIAL.1.B,,"The first thing you should do each spring is ensure that enough crops have been planted for the harvest in autumn. Farming is a reliable and sustainable food source, but you need to make sure you have enough crops to feed your population between each annual harvest.","Her baharda yapmanız gereken ilk şey, önünüzde ki sonbaharda hasat için yeterli mahsulün ekildiğinden emin olmaktır. Tarım güvenilir ve sürdürülebilir bir yemek kaynağıdır, ancak yıllık hasat zamanları arasında yerleşke nüfusunu beslemeye yetecek kadar mahsül olduğundan emin olmalısın."
TUTORIAL.1.C,,"A good rule of thumb to follow is to ensure you have 10 tiles of crops being sown for each settler in your population. Currently there are 7 settlers milling around, so go ahead and click “{{GUI.ZONES_LABEL}}” > “{{ROOMS.FARM}}”, and designate / drag out several farm plots on a grassy area.","Herkesi besleyebileceğinden emin olmak için kullanabileceğin pratik bir yöntem ise  her bir vatandaş için on karoluk mahsülün ekilmiş olduğundan emin olmaktır. Hali hazırda 7 vatandaşın var, şimdi buna göre git ve “ {{GUI.ZONES_LABEL}} > {{ROOMS.FARM}} ” tıkla. Ardından yeşillik bir bölgeyi tarım arazisi olarak belirle."
TUTORIAL.2.A,,"With nothing else to do, your settlers will start preparing these {{ROOMS.FARM.PLURAL}} by tilling the earth to be ready for seeds to be sown. This doesn’t require any special tools or knowledge so everyone should get involved.","Yapacak başka bir şey olmadığından, vatandaşların toprağı karo halinde sürüp  {{ROOMS.FARM.PLURAL}} oluşturacak ve bölgeyi tohum ekimine hazır hale getirecek. Bu aktivite her hangi özel bir yetenek veya eşya gerektirmediği için tüm vatandaşlar dahil olmalı."
TUTORIAL.2.B,,"This prepares the plot to be sown, but you need to select which crop to grow on each farm plot before a farmer will come and plant the relevant seeds. Your settlers have brought with them a selection of different seeds. You can click “Resources” in the upper-right to get a breakdown of all the items in your settlement.",Bu tarım arazisini ekime hazır hale getirecek ancak bir çiftçi gelip bitkileri dikmeden önce senin hangi alana hangi tohumların ekileceğine karar vermen gerekiyor. Vatandaşların yanlarında bir kaç çeşit tohum getirdiler. Sağ üstteki “Kaynaklar” bölümüne tıklayarak yerleşkendeki tüm eşyaları görebilirsin.
TUTORIAL.2.C,,"For the seeds to actually be available to your farmers, they need to be in a stockpile compared to being held in a dwarf’s inventory like they are currently. Click {{GUI.ZONES_LABEL}} > {{ROOMS.STOCKPILES}} > {{STOCKPILE.GROUP.SEEDS}} (you can right-click to go back up to a previous menu) and designate an area to be used for seeds to be stored.","Çiftçilerinin bu eşyaları kullanabilmeleri için şuan olduğu gibi çiftçilerin envanterlerinde değil, stok yığınlarının içinde bulunması gerekir.                       {{GUI.ZONES_LABEL}} > {{ROOMS.STOCKPILES}} > {{STOCKPILE.GRANARY}} tıklayarak (sağ tıklayarak bir önceki menüye dönebilirsin) bir bölgeyi {{STOCKPILE.GRANARY}} tohumların ve tahılların stok alanı olarak belirle."
TUTORIAL.2.D,,Your settlers have also brought a bunch of tools with them what will need moving around. From {{ROOMS.STOCKPILES}} also choose {{STOCKPILE.GROUP.TOOLS}} and designate another area to be used to store tools.,Vatandaşların yanlarında doğru düzgün saklanması gereken bir kaç alet de getirdiler. {{ROOMS.STOCKPILES}} menüsünden  {{STOCKPILE.TOOLS} seçerek bu aletlerin saklanması için ayrı bir alan belirle.
TUTORIAL.3.A,,"After some time your settlers should put items they are not using into stockpiles, like the seeds that are to be sown.","Ekilecek tohumlarda olduğu gibi, vatandaşların bir süre sonra kullanmadıkları eşyaları stok yığınlarının içine koymalılar."
TUTORIAL.3.B,,"Left-click on each of the {{ROOMS.FARM.PLURAL}} and select a crop to be planted there. Don’t select {{VEGETABLE.BARLEY}} or {{VEGETABLE.HOPS}} for now, as these crops are used in the production of beer, not food.",Her bir {{ROOMS.FARM.PLURAL}} sağ tıkla ve oraya ekilecek mahsülü seç. {{VEGETABLE.BARLEY}} ve {{VEGETABLE.HOPS}} sadece bira üretiminde kullanıldığı için bunlar dışında bir mahsül seç.
TUTORIAL.4.A,,Your {{PROFESSION.FARMER.PLURAL}} will now get to work sowing the seeds you have selected to these {{ROOMS.FARM.PLURAL}}. Sowing seeds does not require any special tools but you might want to assign more settlers as {{PROFESSION.FARMER.PLURAL}}. Left-click on a settler who is wandering around aimlessly.,"{{PROFESSION.FARMER.PLURAL}} seçtiğin mahsülleri, yine senin belirlediğin {{ROOMS.FARM.PLURAL}} ekmeye başlayabilirler. Ekim işlemi özel bir yetenek gerektirmiyor bu yüzden daha fazla vatandaşını  {{PROFESSION.FARMER.PLURAL}} olarak görevlendirmek isteyebilirsin. Bunun için o boşta olan bir vatandaşa sağ tıkla."
TUTORIAL.4.B,,"Clicking on a settler lets you see their name, professions, inventory, needs and happiness. Click on the blank square button next to their other professions to set a 3rd and final profession as a {{PROFESSION.FARMER.NOUN}}."," Bir vatandaşına sağ tıklamak sana onların isimlerini, mesleklerini, envanterlerini, ihtiyaç ve mutluluk durumlarını gösteririr. 3. ve son mesleğini {{PROFESSION.FARMER.NOUN}} olarak atamak diğer mesleklerinin yanındaki içi boş kare kutuya tıkla."
TUTORIAL.4.C,,"Note that some jobs require the settler to have a specific tool in their inventory, and if none are available in the settlement they won’t work on the jobs that require it. For example, you can assign more settlers as a {{PROFESSION.WOODCUTTER}}, but they can’t chop down trees without an available {{TOOL.AXE.NOUN}}.","Bazı işleri için vatandaşlarının özel aletlere ihtiyacı olabileceğini unutma, eğer yerleşkede bu eşya mevcut değil ise vatandaşın bu görevleri yerine getiremez. Örneğin, bir sürü vatandaşını {{PROFESSION.WOODCUTTER}} olarak görevlendirebilirsin ancak vatandaşların {{TOOL.AXE.NOUN}} olmadan ağaç kesemezler."
TUTORIAL.5.A,,"Your crops will now grow and eventually be harvested by your {{PROFESSION.FARMER.PLURAL}} in the {{SEASON.AUTUMN}}. Some crops can be planted again later in the year and survive through the {{SEASON.WINTER}}, but some do not. To get the most out of your crops, it is best to produce soup from the vegetables harvested, or bread from grain.","Şimdi mahsüllerin büyüyecek ve en sonunda {{SEASON.AUTUMN}} da {{PROFESSION.FARMER.PLURAL}} tarafından hasada hazır hale gelecek. Bazı mahsüller yılın ilerleyen aylarında yeniden dikilebilir ve     {{SEASON.WINTER}} mevsiminde hayatta kalabilir. Mahsüllerinden mümkün olan en fazla verimi alabilmek için hasat edilen bitkilerden çorba veya tahıldan ekmek yapmalısıni. "
TUTORIAL.5.B,,"Let’s get a {{ROOMS.KITCHEN}} set up to produce soup once your crops are ready. Go to the top level menu then {{GUI.ZONES_LABEL}} > {{ROOMS.KITCHEN}} and drag out a {{ROOMS.KITCHEN}} area. For now you can build this outside, but you will eventually want to move the majority of your work areas inside for protection from the elements.",Hadi {{ROOMS.KITCHEN}} kuralım ve hasat sonrası çorba yapımına hazır hale getirelim. Üst kısımdaki menüye git ve {{ZONES.LABEL}} >   {{ROOMS.KITCHEN}} bölümünden {{ROOMS.KITCHEN}} için bir alan belirle. King Under the Mountain’in şu aşamasında mutfağın içeride veya dışarıda olması önemli değil ancak gelecekte odalarını doğal olaylardan korumak için bir çatıları olduğundan emin olmalısın.
TUTORIAL.5.C,,"Unlike farm plots, kitchens (and most other rooms) need furniture to function. Click “Furniture” when you have placed a kitchen zone and you’ll be presented with the furniture that can be added. To produce soup, you need to build a {{FURNITURE.WATER_BARREL}}, {{FURNITURE.KITCHEN_WORKTOP}} and {{FURNITURE.CAULDRON}} in the same kitchen zone. Also, designate a {{STOCKPILE.GROUP.FOOD}} {{ROOMS.STOCKPILE}} to store any harvested crops.","Tarım arazilerinin aksine mutfaklar (ve neredeyse  diğer tüm odalar) işlevini yerine getirebilmek için mobilyaya ihtiyaç duyar. Mutfak bölgesini belirledikten sonra “Mobilya” ya tıklarsan mutfak bölgesine koyabileceğin mobilyalar ile karşılaşacaksın. Çorba üretmek için öncelikle  {{Furniture.WATER_BARRASS}}, {{Furniture.KITCHEN_WORKTOP}} ve  {{FURNITURE.CAULDRON}} nı aynı mutfak bölgesine yerleştirmen gerekiyor. Ayrıca, hasadın saklanabilmesi için bir {{STOCKPILE.PANTRY}} bölgesi belirlemende gerekiyor."
TUTORIAL.6.A,,"When your crops have been harvested, cooks will bring vegetables to the {{FURNITURE.KITCHEN_WORKTOP}} before adding them to the {{FURNITURE.CAULDRON}} with water and producing soup! Making soup and baking bread means your food supplies will go much further - a single vegetable will feed a dwarf for a single meal, but 3 vegetables cooked into soup will provide 12 meals!"," Mahsüllerin hasat edildikten sonra aşcılar sebzeleri önce{{FURNITURE.KITCHEN_WORKTOP}} yerleştirecekler. Ardından su ile beraber {{Furniture.CHEFS_CAULDRON}} içine koyacak ve çorba yapacaklar! Çorba ve ekmek yapabilmek, besin kaynaklarının çok daha uzun süre dayanması anlamına gelir. Tek bir sebze bir cüceyi tek öğün için doyururken, 3 sebze kullanarak hazırladığın çorba 12 öğüne yetecek kadar porsiyon üretir."
TUTORIAL.6.B,,"Eventually this kitchen will produce a cauldron full of steaming hot soup, but the cooks don’t like other dwarves getting in the way in their kitchen, so instead you need to have the soup brought to a feasting hall for the whole settlement to enjoy. Designate a feasting hall by clicking on {{GUI.ZONES_LABEL}} > {{ROOMS.FEASTING_HALL}}, then add a {{FURNITURE.CAULDRON}} to it. Note that a feasting hall cauldron won’t be placed until a cauldron containing thick, delicious soup is available.","Aşçılar diğer cücelerin mutfaklarına girmelerinden ve ayak altında dolaşmalarından hoşlanmadığı için, leziz çorbalar hazır olduktan sonra herekesin tadını çıkarması için Şölen Salonuna getirilir. Bir Şölen Salonu belirlemek için  {{ZONES.LABEL}} > {{ROOMS.FEASTING_HALL}} üzerinden alanı belirle ve odanın içine bir {{FURNITURE.CAULDRON}} ekle. Unutmaki çorba hazır olmadan kazan bu odada görünmeyecek."
TUTORIAL.7.A,,Over time you will want to expand your food production but this will keep our small settlement nourished for the upcoming winter - your settlers have brought rations to sustain them while the first crops grow.,Önündeki kış mevsimine hazırlanmak için yemek üretim sürecini geliştirmeyi amaçlamalısın. Vatandaşların yanlarında ilk mahsül hazır olana kadar kendilerine yetecek kadar yemeğe sahipler.
