KEY,NOTES,ENGLISH,RUSSIAN
FURNITURE.WATERWHEEL.TOOLTIP,,Provides mechanical power to other contraptions via {{PRODUCT.STONE.GEAR.PLURAL}} and shafts. Must be built adjacent to a river.,Обеспечивает энергией другие устройства через {{PRODUCT.STONE.GEAR.PLURAL}} и валы. Должна быть построена рядом с рекой 
FURNITURE.WATER_BARREL,,Water barrel,Бочка для воды
FURNITURE.WATER_BARREL.TOOLTIP,,"A water barrel is a place for your settlers to get a thirst-quenching drink, rather than having to find a natural water source like the river.","Бочка с водой — это место, где ваши поселенцы смогут утолить жажду, вместо того, чтобы искать естественный источник воды, такой как река."
FURNITURE.WATER_PUMP,,Water pump,Водяной насос
FURNITURE.WATER_PUMP.TOOLTIP,,Moves water from the river to a pipe system.,Перемещает воду из реки в систему трубопроводов.
FURNITURE.WELL,,Well,Колодец
FURNITURE.WELL.TOOLTIP,,"A well provides a source of water, but must be connected to a working pipe system.","Колодец является источником воды, но должен быть подключен к работающей системе трубопроводов"
FURNITURE.WINDMILL,,Windmill,Ветряная мельница
FURNITURE.WINDMILL.TOOLTIP,,Provides mechanical power to other contraptions via {{PRODUCT.STONE.GEAR.PLURAL}} and shafts.,Обеспечивает энергией другие устройства через {{PRODUCT.STONE.GEAR.PLURAL}} и валы. 
FURNITURE.WOODCUTTERS_BENCH,,Woodcutting bench,Верстак резчика по дереву
FURNITURE.WOODCUTTERS_BENCH.TOOLTIP,,A {{PROFESSION.WOODCUTTER}} works here to turn {{RESOURCE.LOGS.PLURAL}} into {{RESOURCE.PLANKS.PLURAL}}.,"{{PROFESSION.WOODCUTTER}} работает здесь, чтобы превратить {{RESOURCE.LOGS.PLURAL}} в {{RESOURCE.PLANKS.PLURAL}}."

GEM.AMETHYST.ADJECTIVE,,Amethyst,Аметистовый
GEM.AMETHYST.NOUN,,Amethyst,Аметист
GEM.AMETHYST.TOOLTIP,,A violet-hued variety of quartz. Ancient humans believed it could magically protect them from becoming too drunk. For this reason it is not very popular in dwarven culture.,"Разновидность кварца с фиолетовыми оттенком. Древние люди верили, что он может волшебным образом защитить их от опьянения. По этой причине он не очень популярен у гномов."
GEM.AMMOLITE.ADJECTIVE,,Ammolite,Аммолитовый
GEM.AMMOLITE.NOUN,,Ammolite,Аммолит
GEM.AMMOLITE.TOOLTIP,,An opal-like gemstone which has a red to green iridescence. It is known as the “hunting stone” and amulets made from it are meant to bring good luck to a hunt.,"Драгоценный камень, похожий на опал, с переливами от красного до зеленого. Он также известен как «охотничий камень», и сделанные из него амулеты приносят удачу на охоте."
GEM.AQUAMARINE.ADJECTIVE,,Aquamarine,Аквамариновый
GEM.AQUAMARINE.NOUN,,Aquamarine,Аквамарин
GEM.AQUAMARINE.TOOLTIP,,A cyan-coloured variety of beryl. Some humans believe it offers magical protection against the dangers of the seas. This is because an ancient mage used a combination of sky and ice magic to protect trading ships during the age of darkness.,"Разновидность берилла голубого цвета. Некоторые люди считают, что он одает магическую защиту от опасностей на море. Это связано с тем, что древний маг использовал комбинацию небесной и ледяной магии для защиты торговых судов в эпоху Тьмы."
GEM.BIXBITE.ADJECTIVE,,Bixbite,Биксибитовый
GEM.BIXBITE.NOUN,,Bixbite,Биксибит
GEM.BIXBITE.TOOLTIP,,"Also known as red beryl, it is a very rare gemstone. It is often confused for a red-coloured emerald.","Также известный как красный берилл, это очень редкий драгоценный камень. Его часто путают с изумрудом красного цвета."
GEM.CINNABAR.ADJECTIVE,,Cinnabar,Синнабаровый
GEM.CINNABAR.NOUN,,Cinnabar,Синнабар
GEM.CINNABAR.TOOLTIP,,An ore of mercury which is often used in jewellery due to its deep-red hue. It is also used to produce the dye known as vermillion.,"Ртутная руда, которая часто используется в ювелирных изделиях из-за ее темно-красного оттенка. Он также используется для производства красителя, известного как вермиллион."
GEM.CITRINE.ADJECTIVE,,Citrine,Цитриновый
GEM.CITRINE.NOUN,,Citrine,Цитрин
GEM.CITRINE.TOOLTIP,,"A yellowish variety of quartz. It is the gemstone most similar in colour to gold, so most dwarves think citrine is lucky.","Желтоватая разновидность кварца. Это драгоценный камень, наиболее похожий по цвету на золото, поэтому большинство гномов считают, что цитрин приносит удачу."
GEM.DIAMOND.ADJECTIVE,,Diamond,Алмазный
GEM.DIAMOND.NOUN,,Diamond,Алмаз
GEM.DIAMOND.TOOLTIP,,The hardest known material and one of the most important of the seven heavenly stones. Diamonds are the most condensed form of the neutral element known as “spirit” or “aether”.,"Самый твердый из известных материалов и один из самых важных из семи небесных камней. Алмазы - это наиболее концентрированная форма нейтрального элемента, известного как “дух” или “эфир”."
GEM.EMERALD.ADJECTIVE,,Emerald,Изумрудный
GEM.EMERALD.NOUN,,Emerald,Изумруд
GEM.EMERALD.TOOLTIP,,A vibrant green variety of beryl. It is thought that engraving on an emerald brings great misfortune. Emeralds are closely related to elemental life and associated magic.,"A vibrant green variety of beryl. It is thought that engraving on an emerald brings great misfortune. Emeralds are closely related to elemental life and associated magic
Ярко-зеленая разновидность берилла. Считается, что гравировка на изумруде приносит большое несчастье. Изумруды тесно связаны с элементарной жизнью и связанной с ней магией."
GEM.GARNET.ADJECTIVE,,Garnet,Гранатовый
GEM.GARNET.NOUN,,Garnet,Гранат
GEM.GARNET.TOOLTIP,,"Garnets cover a variety of minerals used as gemstones, all with a deep red colour. Some garnet gems are actually a condensed form of elemental fire.","Гранат покрывает различные минералы, используемые в качестве драгоценных камней, и все они темно-красного цвета. Некоторые гранаты на самом деле являются концентрированной формой элементарного огня."
GEM.JADE.ADJECTIVE,,Jade,Нефритовый
GEM.JADE.NOUN,,Jade,Нефрит
GEM.JADE.TOOLTIP,,"A mineral with a light-green colour often used for decoration. Also, elves have been known to use jade to produce medicine which can cure ailments of the gut.","Минерал светло-зеленого цвета часто используется для украшения. Кроме того, известно, что эльфы используют нефрит для производства лекарств, которые могут вылечить болезни кишечника."
GEM.JASPER.ADJECTIVE,,Jasper,Яшмовый
GEM.JASPER.NOUN,,Jasper,Яшма
GEM.JASPER.TOOLTIP,,"An impure variety of silica which can occur in several colours, but most commonly red. Jasper is favoured as a decoration material by orcs due to its variety.","Нечистая разновидность кремнезема, которая может иметь нескольких цветов, но чаще всего красный. Орки предпочитают использовать яшму в качестве отделочного материала из-за его разнообразия."
GEM.LABRADORITE.ADJECTIVE,,Labradorite,Лабрадоритовый
GEM.LABRADORITE.NOUN,,Labradorite,Лабрадорит
GEM.LABRADORITE.TOOLTIP,,A rock which shines with a typically light-blue iridescence. Rarer specimens can reflect a wide range of colours.,"Камень, который сияет типичным светло-голубым переливом. Более редкие экземпляры могут отражать более широкий спектр цветов."
GEM.LAPIS.ADJECTIVE,,Lapis lazuli,Лазуритовый
GEM.LAPIS.NOUN,,Lapis lazuli,Лазурит
GEM.LAPIS.TOOLTIP,,A rock with a brilliant deep blue hue which is used as a precious stone.,"Камень с блестящим темно-синим оттенком, который используется как драгоценный камень."
GEM.MAGNESITE.ADJECTIVE,,Magnesite,Магнезитовый
GEM.MAGNESITE.NOUN,,Magnesite,Магнезит
GEM.MAGNESITE.TOOLTIP,,A mineral which can be polished into beads for use in jewellery. These beads can by dyed into many different colours.,"Минерал, который можно отполировать в виде бусин и использовать в ювелирных изделиях. Эти бусины могут быть окрашены в различные цвета."
GEM.MOONSTONE.ADJECTIVE,,Moonstone,Лунно каменьный
GEM.MOONSTONE.NOUN,,Moonstone,Лунный камень
GEM.MOONSTONE.TOOLTIP,,"Thought to be formed by moonlight captured in rock, which makes this gemstone a favourite of the elves.","Считается, что он образован лунным светом, запечатленным в камне, поэтому это любимый камень эльфов."
GEM.MORGANITE.ADJECTIVE,,Morganite,Морганитовый
GEM.MORGANITE.NOUN,,Morganite,Морганит
GEM.MORGANITE.TOOLTIP,,A rose-coloured variety of beryl. It was named after being popularised by a particularly wealthy merchant in the age of myth.,"Розовая разновидность берилла. Он был назван в честь очень богатого купца, который популяризировал его в эпоху Мифов."
GEM.OPAL.ADJECTIVE,,Opal,Опаловый
GEM.OPAL.NOUN,,Opal,Опал
GEM.OPAL.TOOLTIP,,"A form of silica infused with the magic of the oceans, which makes this a favourite of sailors and fishermen.","Вид кремнезема, наполненный магией океанов, что делает его любимым камнем моряков и рыбаков."
GEM.PAINITE.ADJECTIVE,,Painite,Пейнитовый 
GEM.PAINITE.NOUN,,Painite,Пейнит 
GEM.PAINITE.TOOLTIP,,A very rare gemstone which is often identified as an off-colour sapphire. The crystals are naturally hexagonal in shape and a favourite of tacticians.,"Очень редкий драгоценный камень, который часто называют бесцветным сапфиром. Кристаллы имеют естественную шестиугольную форму, что делает его любимым камнем полководцев."
GEM.RHODOCHROSITE.ADJECTIVE,,Rhodochrosite,Родохрозитовый
GEM.RHODOCHROSITE.NOUN,,Rhodochrosite,Родохрозит
GEM.RHODOCHROSITE.TOOLTIP,,Found in varying shades of red to pink. It is not as hard as most gemstones making it a poor choice for rings and other high-impact jewellery.,"Встречается в различных оттенках от красного до розового. Он не так тверд, как большинство драгоценных камней, что делает его плохим выбором для колец и других ударопрочных украшений."
GEM.ROCK_CRYSTAL.ADJECTIVE,,Rock crystal,Горно хрустальный
GEM.ROCK_CRYSTAL.NOUN,,Rock crystal,Горный хрусталь
GEM.ROCK_CRYSTAL.TOOLTIP,,The purest form of quartz. Rock crystals often feature in magical artifacts as they are a condensed form of the element of ice.,"Чистейшая форма кварца. Горные кристаллы часто используются в магических артефактах, поскольку они представляют собой концентрированную форму элемента льда."
GEM.RUBY.ADJECTIVE,,Ruby,Рубиновый
GEM.RUBY.NOUN,,Ruby,Рубин
GEM.RUBY.TOOLTIP,,"One of the seven heavenly stones, rubies are the element of fire condensed into a solid form.","Один из семи небесных камней, рубины являются элементом огня, сконцентрированного в твердую форму."
GEM.SAPPHIRE.ADJECTIVE,,Sapphire,Сапфировый
GEM.SAPPHIRE.NOUN,,Sapphire,Сапфир
GEM.SAPPHIRE.TOOLTIP,,"Often believed to protect the wearer from the attention of daemons, sapphires are much sought-after by mages for use in sky and air-based magic.","Часто считают, что сапфиры защищают владельца от демонов, поэтому он пользуется большим спросом для использования в небесной и воздушной магии."
GEM.SPINEL.ADJECTIVE,,Spinel,Шпинелевый
GEM.SPINEL.NOUN,,Spinel,Шпинель
GEM.SPINEL.TOOLTIP,,"Often confused with heavenly stones like true rubies and sapphires, spinels are a lesser form of magic-infused gem which can be associated with any of the elements, depending on colour.","Шпинель часто путают с небесными камнями, такими как настоящие рубины и сапфиры, шпинель - это меньшая форма наполненного магией драгоценного камня, который может ассоциироваться с любым из элементов, в зависимости от цвета."
GEM.TANZANITE.ADJECTIVE,,Tanzanite,Танзанитовый
