KEY,NOTES,ENGLISH,POLISH
TUTORIAL.7.A,,Over time you will want to expand your food production but this will keep our small settlement nourished for the upcoming winter - your settlers have brought rations to sustain them while the first crops grow.,"Z biegiem czasu będziesz chciał rozszerzyć swoją produkcję żywności, ale dzięki temu nasza mała osada będzie pożywiona na nadchodzącą zimę - twoi osadnicy przynieśli racje, aby utrzymać je podczas pierwszych upraw."
TUTORIAL.7.B,,"Most items and furniture are produced out of {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} or {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}. It’s important to maintain a large supply of these. {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} are produced in a {{ROOMS.SAWMILL}}, and {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} are crafted by a {{PROFESSION.STONEMASON}} in a {{ROOMS.MASONRY_WORKSHOP}}. Place one of each of these zones, and build a {{FURNITURE.WOODCUTTERS_BENCH}} and {{FURNITURE.STONEMASON_WORKBENCH}} in them.","Większość elementów i mebli jest produkowana z {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} lub {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}. Ważne jest, aby utrzymać duży zapas tych. {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} są produkowane w {{ROOMS.SAWMILL}} i {{MATERIAL_TYPE.STONE.ADJECTIVE}} w {{RESOURCE.STONE.BLOCK.PLURAL}}. Umieść jedną z tych stref i zbuduj w nich {{PROFESSION.STONEMASON}} i {{ROOMS.MASONRY_WORKSHOP}}."
TUTORIAL.8.A,,"Now you are ready to produce {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} and {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}}, but they require other resources to craft them - {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} and {{RESOURCE.STONE.UNREFINED.PLURAL}}. Fortunately these can usually be harvested from the game world quite easily.",Teraz jesteś gotowy do produkcji {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.PLANKS.PLURAL}} i {{MATERIAL_TYPE.STONE.ADJECTIVE}} {{RESOURCE.STONE.BLOCK.PLURAL}} {{MATERIAL_TYPE.WOOD.ADJECTIVE}} Udoskonalony. PLURAL}}. Na szczęście te zazwyczaj mogą być zbierane ze świata gry dość łatwo.
TUTORIAL.8.B,,Select {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.CHOP_WOOD}} and click-and-drag over trees to let your woodcutters know to cut them down. Similarly you can select select {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.MINE}} and click-and-drag an area of the mountain to designate to be mined. Select enough of both to build your stockpiles back up to 40 of each.,"Wybierz {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.CHOP_WOOD}} i kliknij i przeciągnij drzewa, aby poinformować drwali o ich ścięciu. Podobnie można wybrać {{GUI.ORDERS_LABEL}} > {{GUI.ORDERS.MINE}} i kliknij i przeciągnij obszar góry, aby wyznaczyć do wydobycia. Wybierz wystarczającą ilość obu, aby zbudować zapasy z powrotem do 40 z każdego."
TUTORIAL.8.C,,"Be careful with mining! A mined-out area of 7 by 7 tiles without a {{FURNITURE.PILLAR}} built within that area will collapse! ",Bądź ostrożny z górnictwa! Wywydobywany obszar 7 na 7 płytek bez {{FURNITURE.PILLAR}} w tym obszarze zapadnie się!
TUTORIAL.CAMERA.A,,"You can use the W, A, S and D keys or the arrow keys to pan the camera around. Moving the cursor to the edge of the screen also pans the camera, but this can be disabled in the options menu.",
TUTORIAL.CAMERA.B,,Scrolling the mouse wheel or pressing the Q and E keys zooms the camera in or out.,
TUTORIAL.CAMERA.C,,"In the lower-right section of the screen is the minimap, and you can click on this to jump the camera to that point. Click on the “Minimap” label to show or hide the minimap.",
TUTORIAL.CAMERA.D,,Try out these camera controls and then click “Next” to proceed.,
TUTORIAL.FINAL.A,,"This covers the basics of playing King under the Mountain. For your next challenge, aim to set up a functioning {{ROOMS.METALWORKS}} with a {{FURNITURE.FORGE}} provided with fuel and refined metal ore. Refined metal ores are produced at the {{FURNITURE.ORE_CRUSHING_STATION}}, and fuel can be crushed from coal or produced out of {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} with a {{FURNITURE.CHARCOAL_CLAMP}} in an {{ROOMS.EARTHWORKS}}. Good luck!","Obejmuje to podstawy gry Króla pod Górą. W następnym wyzwaniem zmierz się na stworzenie funkcjonującego {{ROOMS.METALWORKS}} z {{FURNITURE.FORGE}} wyposażonego w paliwo i rudę metali rafinowanych. Rafinowane rudy metali są wytwarzane w {{FURNITURE.ORE_CRUSHING_STATION}}, a paliwo może zostać zmiażdżone z węgla lub wyprodukowane z {{MATERIAL_TYPE.WOOD.ADJECTIVE}} {{RESOURCE.LOGS.PLURAL}} z {{FURNITURE.CHARCOAL_CLAMP}}. Powodzenia!"
TUTORIAL.PROGRESS_DESCRIPTION.FARM_PLOT_SELECTIONS,Used to show a progress indicator for how many farm plots have a crop selected e.g. 2 of 10 farm plots with a crop assigned,{{ROOMS.FARM.PLURAL}} with a crop assigned,{{ROOMS.FARM.PLURAL}} z przydzieloną uprawą
TUTORIAL.PROGRESS_DESCRIPTION.PROFESSIONS_ASSIGNED,Used to show a progress indicator for how many of a certain profession have been assigned e.g. 2 of 10 farmers assigned,{{professionPlural}} assigned,Przypisane {{professionPlural}}
TUTORIAL.PROGRESS_DESCRIPTION.TEXT,Used to show a progress indicator in the form: 2 of 10 stone blocks,{{currentQuantity}} of {{requiredQuantity}} {{targetDescription}},{{currentQuantity}} {{requiredQuantity}} {{targetDescription}}
TUTORIAL.PROGRESS_DESCRIPTION.TILES,Used to show a progress indicator for a certain number of tiles e.g. 2 of 10 farm plot tiles,{{roomName}} tiles,Płytki {{roomName}}
TUTORIAL.SAVING.A,,"Your progress is saved automatically at midnight, and also whenever you exit the game. You can also quicksave by pressing the F5 key.",
TUTORIAL.SAVING.B,,"Currently the game only works with a single save file at a time, but during the alpha managing multiple save files will be available.",
TUTORIAL.TIME.A,,"The upper-right section of the screen shows the current date and time, and has controls for the game speed.",
TUTORIAL.TIME.B,,You can press the spacebar to pause or unpause the game.,
TUTORIAL.TIME.C,,"The 1 key sets the game to run at normal speed, while the 2, 3 and 4 keys make the game run at an increasingly faster pace. The game will automatically jump to speed 4 while all your settlers are asleep.",
TUTORIAL.TIME.D,,You can also click the speed icons to change the speed or pause the game.,

VEGETABLE.BARLEY,,Barley,Jęczmień
VEGETABLE.BARLEY.PLURAL,,Barley,Jęczmień
VEGETABLE.BARLEY.TOOLTIP,,"A grain used only in the production of beer. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Ziarno używane tylko do produkcji piwa. Można sadzić w {{SEASON.SPRING}}, {{SEASON.SUMMER}} lub {{SEASON.AUTUMN}}."
VEGETABLE.BERSERKER_MUSHROOM,,Berserker mushroom,Grzyb Berserker
VEGETABLE.BERSERKER_MUSHROOM.PLURAL,,Berserker mushrooms,Grzyby berserkowe
VEGETABLE.BERSERKER_MUSHROOM.TOOLTIP,,A mushroom with a pink-red cap bearing white spots. It has hallucinogenic properties which warriors sometimes use in preparation for battle.,"Grzyb z różowo-czerwoną czapką z białymi plamami. Ma właściwości halucynogenne, których wojownicy czasami używają w przygotowaniach do bitwy."
VEGETABLE.CARROT,,Carrot,Marchewka
VEGETABLE.CARROT.PLURAL,,Carrots,Marchewki
VEGETABLE.CARROT.TOOLTIP,,"A hardy root vegetable that survives the {{SEASON.WINTER}} frost. Carrots grow quickly but only produce a small crop. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Warzywo korzeniowe, które przetrwa mróz {{SEASON.WINTER}}. Marchewki rosną szybko, ale tylko produkują małe plony. Można sadzić w {{SEASON.SPRING}}, {{SEASON.SUMMER}} lub {{SEASON.AUTUMN}}."
VEGETABLE.CORN,,Sweetcorn,Słodka kukurydza
VEGETABLE.CORN.PLURAL,,Sweetcorn,Słodka kukurydza
VEGETABLE.CORN.TOOLTIP,,"A cereal grain also known as maize. It produces a bountiful crop but takes around 2 seasons to grow and can not survive {{SEASON.WINTER}}, so it requires planting in early {{SEASON.SPRING}}.","Ziarno zbóż znane również jako kukurydza. Wytwarza obfity plon, ale trwa około 2 sezony i nie może przetrwać {{SEASON.WINTER}}, więc wymaga sadzenia na początku {{SEASON.SPRING}}."
VEGETABLE.DEATH_CAP_MUSHROOM,,Death cap mushroom,Śmierć czapka grzyb
VEGETABLE.DEATH_CAP_MUSHROOM.PLURAL,,Death cap mushrooms,Grzyby z czapką śmierci
VEGETABLE.DEATH_CAP_MUSHROOM.TOOLTIP,,"A very poisonous mushroom with a wide, flat cap. Eating even a tiny amount will almost certainly cause poisoning which can lead to death.","Bardzo trujący grzyb z szeroką, płaską czapką. Jedzenie nawet niewielkiej ilości prawie na pewno spowoduje zatrucie, które może doprowadzić do śmierci."
VEGETABLE.DRAGONFRUIT,,Dragonfruit,Dragonfruit
VEGETABLE.DRAGONFRUIT.PLURAL,,Dragonfruits,Smoki
VEGETABLE.ELFSBANE_MUSHROOM,,Elfsbane mushroom,Grzyb Elfsbane
VEGETABLE.ELFSBANE_MUSHROOM.PLURAL,,Elfsbane mushrooms,Grzyby Elfsbane
VEGETABLE.ELFSBANE_MUSHROOM.TOOLTIP,,"This mushroom has a simple, flavourless taste to most humanoids. Strangely, it tastes absolutely disgusting to elves, who often react with explosive vomiting upon consumption, or in extreme cases, a heart attack.","Ten grzyb ma prosty, bezsmakowy smak dla większości humanoidów. O dziwo, smakuje absolutnie obrzydliwie dla elfów, które często reagują z wybuchowymi wymiotami po spożyciu lub w skrajnych przypadkach ataku serca."
VEGETABLE.FIST_MUSHROOM,,Fist mushroom,Grzyb pięści
VEGETABLE.FIST_MUSHROOM.PLURAL,,Fist mushrooms,Grzyby pięści
VEGETABLE.FIST_MUSHROOM.TOOLTIP,,A black-blue mushroom with a metallic taste. It is named for a group of bards from the age of darkness.,Czarno-niebieski grzyb o metalicznym smaku. Nazwa pochodzi od grupy bardów z epoki ciemności.
VEGETABLE.GLOW_MUSHROOM,,Glow mushroom,Grzyby świecące
VEGETABLE.GLOW_MUSHROOM.PLURAL,,Glow mushrooms,Grzyby świecące
VEGETABLE.GLOW_MUSHROOM.TOOLTIP,,A magic-infused mushroom that gives off light and changes colour with the seasons.,"Grzyb w postaci magii, który emituje światło i zmienia kolor wraz z porami roku."
VEGETABLE.HOPS,,Hops,Chmiel
VEGETABLE.HOPS.PLURAL,,Hops,Chmiel
VEGETABLE.HOPS.TOOLTIP,,A flower used for the flavouring of beer. Must be planted in {{SEASON.SPRING}}.,Kwiat używany do aromatyzowania piwa. Muszą być sadzone w {{SEASON.SPRING}}.
VEGETABLE.LOQUAT,,Loquat,Loquat
VEGETABLE.LOQUAT.PLURAL,,Loquats,Loquats
VEGETABLE.MILTONIA_MUSHROOM,,Miltonia mushroom,Miltonia grzyb
VEGETABLE.MILTONIA_MUSHROOM.PLURAL,,Miltonia mushrooms,Grzyby Miltonia
VEGETABLE.MILTONIA_MUSHROOM.TOOLTIP,,"Once thought to exist only in the Hudds region, it is now found throughout the world.","Kiedyś uważano, że istnieje tylko w regionie Hudds, obecnie znajduje się na całym świecie."
VEGETABLE.POTATO,,Potato,Ziemniak
VEGETABLE.POTATO.PLURAL,,Potatoes,Ziemniaki
VEGETABLE.POTATO.TOOLTIP,,"A starchy root vegetable which can survive {{SEASON.WINTER}} making it a good choice for most settlements. Can be planted in {{SEASON.SPRING}}, {{SEASON.SUMMER}} or {{SEASON.AUTUMN}}.","Warzywo korzeniowe skrobiowe, które może przetrwać {{SEASON.WINTER}}, co czyni go dobrym wyborem dla większości osad. Można sadzić w {{SEASON.SPRING}}, {{SEASON.SUMMER}} lub {{SEASON.AUTUMN}}."
VEGETABLE.PURPLE_HELMET_MUSHROOM,,Purple helmet mushroom,Fioletowy kask grzyb
VEGETABLE.PURPLE_HELMET_MUSHROOM.PLURAL,,Purple helmet mushrooms,Fioletowy hełm grzyby
VEGETABLE.PURPLE_HELMET_MUSHROOM.TOOLTIP,,"Fat Hat, Plump Turban, Puffy Helmet; This fabled mushroom goes by many names. Legend holds that long ago, many communities of dwarves subsisted entirely on a domesticated strain of this fungus.","Fat Hat, Plump Turban, Puffy kask; Ten legendarny grzyb przechodzi przez wiele nazw. Legenda głosi, że dawno temu wiele społeczności krasnoludów utrzymywało się w całości na udomowionym szczepie tego grzyba."
VEGETABLE.ROCIOMYCOTA_MUSHROOM,,Rociomycota mushroom,Rociomycota grzyb
VEGETABLE.ROCIOMYCOTA_MUSHROOM.PLURAL,,Rociomycota mushrooms,Grzyby Rociomycota
VEGETABLE.ROCIOMYCOTA_MUSHROOM.TOOLTIP,,A white and black spotted mushroom. It has been known to affect the appearance of those who ingest it.,"Biały i czarny grzyb cętkowany. Wiadomo, że wpływa na wygląd tych, którzy go spożywają."
VEGETABLE.SUNGLOW_MUSHROOM,,Sunglow mushroom,Sunglow grzyb
VEGETABLE.SUNGLOW_MUSHROOM.PLURAL,,Sunglow mushrooms,Grzyby Sunglow
VEGETABLE.SUNGLOW_MUSHROOM.TOOLTIP,,A bright yellow mushroom which glows with the appearance of sunlight. It loses this glow the moment it is harvested.,"Jasnożółty grzyb, który świeci wraz z pojawieniem się światła słonecznego. Traci ten blask w momencie, gdy jest zbierany."
VEGETABLE.SYRUP_POWDER_MUSHROOM,,Syrup powder mushroom,Syrop w proszku grzyb
VEGETABLE.SYRUP_POWDER_MUSHROOM.PLURAL,,Syrup powder mushrooms,Syrop w proszku grzyby
VEGETABLE.SYRUP_POWDER_MUSHROOM.TOOLTIP,,"A round orange/yellow mushroom with a white underside. It is said to have been used by mages long ago, but for what purpose, nobody knows.","Okrągły pomarańczowy/żółty grzyb z białym spodem. Mówi się, że były używane przez magów dawno temu, ale w jakim celu nikt nie wie."
VEGETABLE.TAMARILLO,,Tamarillo,Tamarillo
VEGETABLE.TAMARILLO.PLURAL,,Tamarillos,Tamarylosy
VEGETABLE.THIMBLEBERRY,,Thimbleberry,Thimbleberry
VEGETABLE.THIMBLEBERRY.PLURAL,,Thimbleberries,Thimbleberries
VEGETABLE.TOMATO,,Tomato,Pomidor
VEGETABLE.TOMATO.PLURAL,,Tomatoes,Pomidory
VEGETABLE.TOMATO.TOOLTIP,,A plant which grows large red berries often used as a vegetable. Can only be planted in {{SEASON.SPRING}}.,"Roślina, która rośnie duże czerwone jagody często używane jako warzywo. Można sadzić tylko w {{SEASON.SPRING}}."
VEGETABLE.WHEAT,,Wheat,Pszenica
VEGETABLE.WHEAT.PLURAL,,Wheat,Pszenica
VEGETABLE.WHEAT.TOOLTIP,,"A cereal grain generally used for the production of bread. It can survive {{SEASON.WINTER}} but takes a while to grow, so it is either planted in {{SEASON.SPRING}} or {{SEASON.AUTUMN}}.","Ziarno zbóż powszechnie używane do produkcji chleba. Może przetrwać {{SEASON.WINTER}}, ale zajmuje trochę czasu, aby rosnąć, więc jest albo sadzone w {{SEASON.SPRING}} lub {{SEASON.AUTUMN}}."

VITRIOL.GREEN_VITRIOL.ADJECTIVE,,Green,Zielony
VITRIOL.GREEN_VITRIOL.NOUN,,Green,Zielony
VITRIOL.GREEN_VITRIOL.TOOLTIP,,"Also known as iron sulfate, this salt has several uses, including as a soil additive to improve crop farming. (Usages of vitriol are not yet implemented in King under the Mountain)","Znana również jako siarczan żelaza, sól ta ma kilka zastosowań, w tym jako dodatek do gleby w celu poprawy upraw. (Użytek witriolu nie zostały jeszcze wdrożone w Królu pod Górą)"

WALL.DESCRIPTION,"E.g. “Granite rock wall”, “Granite smooth stone wall”",{{materialType.adjective}} {{wallType.noun}},{{wallType.noun}}: {{materialType.adjective}}
WALL.GEMS.NOUN,,Gems,Klejnoty
WALL.ORE.NOUN,,Ore,Ruda
WALL.ROUGH_STONE.NOUN,,Rock wall,Skalna ściana
WALL.STONE_BLOCK.NOUN,,Smooth stone wall,Gładka skalna ściana
WALL.WOODEN.NOUN,,Wood wall,Drewniana ściana

WOOD.ASPEN.ADJECTIVE,,Aspen,Aspen
WOOD.ASPEN.NOUN,,Aspen,Aspen
WOOD.BAOBAB.ADJECTIVE,,Baobab,Baobab
WOOD.BAOBAB.NOUN,,Baobab,Baobab
WOOD.BARKSHROOM.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barkshroom
WOOD.BARKSHROOM.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Barkshroom,Barkshroom
WOOD.BEECH.ADJECTIVE,,Beech,Bukowe
WOOD.BEECH.NOUN,,Beech,Buk
WOOD.BIRCH.ADJECTIVE,,Birch,Brzozowe
WOOD.BIRCH.NOUN,,Birch,Brzoza
WOOD.EBONY.ADJECTIVE,,Ebony,Heban
WOOD.EBONY.NOUN,,Ebony,Heban
WOOD.FIR.ADJECTIVE,,Fir,Jodłowe
WOOD.FIR.NOUN,,Fir,Jodła
WOOD.FUNGIWOOD.ADJECTIVE,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Drewno grzybowe
WOOD.FUNGIWOOD.NOUN,This is a made-up fantasy wood that comes from giant mushrooms,Fungiwood,Drewno grzybowe
WOOD.IRONWOOD.ADJECTIVE,,Ironwood,Ironwood
WOOD.IRONWOOD.NOUN,,Ironwood,Ironwood
WOOD.MAPLE.ADJECTIVE,,Maple,Klonowe
WOOD.MAPLE.NOUN,,Maple,Klon
WOOD.NUYTSIA.ADJECTIVE,,Nuytsia,Nuytsia
WOOD.NUYTSIA.NOUN,,Nuytsia,Nuytsia
WOOD.OAK.ADJECTIVE,,Oaken,Dębowe
WOOD.OAK.NOUN,,Oak,Dąb
WOOD.PECAN.ADJECTIVE,,Pecan,Pecan
WOOD.PECAN.NOUN,,Pecan,Pecan
WOOD.PINE.ADJECTIVE,,Pine,Sosnowe
WOOD.PINE.NOUN,,Pine,Sosna
WOOD.RED_CEDAR.ADJECTIVE,,Red cedar,Cedr czerwony
WOOD.RED_CEDAR.NOUN,,Red cedar,Cedr czerwony
WOOD.RED_EMPEROR.ADJECTIVE,,Red emperor,Cesarz czerwony
WOOD.RED_EMPEROR.NOUN,,Red emperor,Cesarz czerwony
WOOD.ROSEWOOD.ADJECTIVE,,Rosewood,Palisander
WOOD.ROSEWOOD.NOUN,,Rosewood,Palisander
WOOD.SPRUCE.ADJECTIVE,,Spruce,Świerk
WOOD.SPRUCE.NOUN,,Spruce,Świerk
WOOD.STAR_PINE.ADJECTIVE,,Star pine,Sosna gwiazda
WOOD.STAR_PINE.NOUN,,Star pine,Sosna gwiazda
WOOD.SYCAMORE.ADJECTIVE,,Sycamore,jawor
WOOD.SYCAMORE.NOUN,,Sycamore,jawor
