KEY,ENGLISH,NOTES,GERMAN,FRENCH,ITALIAN,SPANISH,PORTUGUESE,PORTUGUESE BR,POLISH,RUSSIAN,TURKISH,DANISH,DUTCH,SWEDISH,NORWEGIAN,HUNGARIAN,FINNISH,JAPANESE,SIMPLIFIED CHINESE,KOREAN
DEATH_REASON.CRUSHED_BY_FALLING_DEBRIS,Falling debris,,Fallende Trümmer,Débris tombant,Detriti che cadono,Desprendimiento de escombros,Detritos caindo,,,Падающий мусор,Heyelan,Faldene vragrester,,Fallande skräp,,,,落下物,,
DEATH_REASON.DEHYDRATION,Dehydration,,Verdurstet,Déshydratation,Disidratazione,Deshidratación,Desidratação,,,Обезвоживание,Sıvı Kaybı,Dehydrering,,Uttorkning,,,,脱水症状,,
DEATH_REASON.EXHAUSTION,Exhaustion,,Erschöpfung,Épuisement,Stanchezza,Agotamiento,Exaustão,,,Исчерпение,Yorgunluk,Udmattelse,,Utmattning,,,,極度の疲労,,
DEATH_REASON.FOOD_POISONING,Food poisoning,,Lebensmittelvergiftung,Intoxication alimentaire,Intossicazione alimentare,Intoxicación alimentaria,Intoxicação alimentar,,,Пищевое отравление,Besin zehirlenmesi,Madforgiftning,,Matförgiftning,,,,食中毒,,
DEATH_REASON.FROZEN,Exposure to freezing weather,,Frostwetter ausgesetzt,,,Hipotermia,,,,,,,,,,,,低体温症,,
DEATH_REASON.GIVEN_UP_ON_LIFE,having given up on life,,,,,,,,,,,,,,,,,,,
DEATH_REASON.INTERNAL_BLEEDING,Internal bleeding,,Inneren Blutungen,,,Hemorragia interna,,,,,,,,,,,,出血多量,,
DEATH_REASON.STARVATION,Starvation,,Verhungert,Famine,La fame,Inanición,Inanição,,,Голод,Açlık,Sult,,Svält,,,,飢餓,,
DEATH_REASON.SUFFOCATION,Suffocation,,Erstickung,,,Asfixia,,,,,,,,,,,,窒息,,
DEATH_REASON.UNKNOWN,Mysterious circumstances,,Mysteriöse Umstände,Circonstances mystérieuses,Circostanze misteriose,Circunstancias misteriosas,Circunstâncias misteriosas,,,Таинственные обстоятельства,Gizemli koşullar,Mystiske omstændigheder,,Mystiska omständigheter,,,,不可思議な事態,,

EARTH.DIRT,Dirt,,Erde,Terre,Sporcizia,Tierra,Sujeira,,,Грязь,Toprak,Jord,,Smuts,,,,土,,
EARTH.GRASS,Grass,,Gras,Herbe,Erba,Hierba,Erva,Relva,,Трава,Çimen,Gras,,Gräs,,,,草地,,

ENTITY.DESTRUCTION_DESCRIPTION.BURNED,Destroyed by fire,,Zerstört durch Feuer,,,Calcinado por el fuego,,,,,,,,,,,,火によって損壊,,
ENTITY.DESTRUCTION_DESCRIPTION.OXIDISED,Destroyed by prolonged exposure to rain,,Zerstört durch längere Einwirkung von Regen,,,Destruido por exposición prolongada a las lluvias,,,,,,,,,,,,長期に渡って雨に晒されたことによる損壊,,
ENTITY.DESTRUCTION_DESCRIPTION.TANTRUM,Destroyed in a tantrum,,In einem Wutanfall zerstört,,,Destruido por un berrinche,,,,,,,,,,,,かんしゃくを起こした入植者による損壊,,

FLOOR.CHANNEL.DESCRIPTION,Irrigation channel ({{state}}),,Bewässerungskanal ({{state}}),,,Canal de riego,,,,,,,,,,,,灌漑水路 ({{state}}),,
FLOOR.CHANNEL.DESCRIPTION.TOOLTIP,Irrigation channels provide access to water to crops within 2 tiles. Build a water pump and connect the channels to it using pipes.,,Bewässerungskanäle bieten den Pflanzen innerhalb von 2 Feldern Zugang zu Wasser. Baue eine Wasserpumpe und verbinde die Kanäle mit Rohren damit.,,,Los canales de riego proporcionan acceso al agua a las cosechas a una distancia de hasta dos casillas. Construye una bomba de agua y conecta los canales de riego a la bomba usando tuberías.,,,,,,,,,,,,灌漑水路は周囲2タイルの作物に水を供給することができます。汲み上げポンプを作り、パイプで水路と接続してください。,,
FLOOR.CHANNEL.STATE.EMPTY,Empty,,Leer,,,Vacío,,,,,,,,,,,,空,,
FLOOR.CHANNEL.STATE.FULL,Full,,Vollbild,,,Lleno,,,,,,,,,,,,満水,,
FLOOR.CHANNEL.STATE.PARTIALLY_FILLED,Partially-filled,,Teilweise gefüllt,,,Medio lleno,,,,,,,,,,,,注水中,,
FLOOR.COBBLESTONE,Cobblestone,,Pflasterstein,Pavé,Ciottoli,Adoquines,Pedra,Calçamento,,Булыжный,Kaldırım Taşı,Brosten,,Kullersten,,,,石畳,,
FLOOR.DESCRIPTION,{{floorType.noun}},,{{floorType.noun}},{{floorType.noun}},{{floorType.noun}},{{floorType.noun}},{{floorType.noun}},{{floorType.noun}},,{{floorType.noun}},{{floorType.noun}},{{floorType.noun}},,{{Floortype.noun}},,,,{{floorType.noun}},,
FLOOR.DIRT,Dirt,,Boden,Terre,Terra,Tierra,Terra,Solo,,Грязь,Toprak,Jord,,Smuts,,,,土,,
FLOOR.GRASS,Grass,,Gras,Herbe,Erba,Hierba,Erva,Relva,,Трава,Çimen,Gras,,Gräs,,,,草地,,
FLOOR.GRAVEL,Gravel,,Kies,Gravier,Ghiaia,Grava,Gravilha,Cascalho,,Гравий,Çakıl,Grus,,Grus,,,,砂利,,
FLOOR.PIPE.DESCRIPTION,{{material}} pipe ({{state}}),,,,,Tubería de {{material}} ({{state}}),,,,,,,,,,,,{{material}}配管({{state}}),,
FLOOR.POWER.DESCRIPTION,{{entity}} - Power available: {{powerAmount}},,{{entity}} - Verfügbare Leistung: {{powerAmount}},,,{{entity}} - Energía disponible: {{powerAmount}},,,,,,,,,,,,{{entity}} - 動力を{{powerAmount}}伝達中,,
FLOOR.RIVER,River,,Fluss,Rivière,Fiume,Río,Rio,Rio,,Река,Nehir,Flod,,Floden,,,,川,,
FLOOR.ROUGH_STONE,Rough stone floor,,Grober Steinboden,Rocher brut,Pietra grezza,Piedra áspera,Chão de pedra,Terreno rochoso,,Грубый каменный пол,Ser taş zemin,Ru stengulv,,Grovt stengolv,,,,粗い岩の床,,
FLOOR.SNOW,Fallen snow,,Gefallener Schnee,,,Nieve,,,,,,,,,,,,積雪,,
FLOOR.STONE_PAVING,Stone paving,,Steinpflaster,,,Adoquinado,,,,,,,,,,,,敷石,,
FLOOR.STONE_SLAB,Stone slab,,Steinplatte,Dalle,Lastre di pietra,Enlosado,Laje de pedra,Laje de pedra,,Каменная плитка,Taş levha,Sten plade,,Stenplatta,,,,石板,,
FLOOR.TILLED_EARTH,Tilled earth,,Ackerboden,Terre labourée,Terreno arato,Tierra labrada,Terra lavrada,Solo arado,,Обработанная земля,Bellenmiş toprak,Pløjet jord,,Jordbrukad jord,,,,耕作地,,
FLOOR.UNEXPLORED,Unexplored,,Nicht erkundet,Inexploré,Inesplorato,Inexplorado,Inexplorado,,,Неисследованные,Keşfedilmemiş,Ikke udforsket,,Outforskad,,,,未知,,
FLOOR.WOODEN,Wooden floorboards,,Holzdielen,,,Suelo laminado de madera,,,,,,,,,,,,木の床,,

FOODSTUFF.ROCKBREAD,Rockbread,,Steinbrot,Pain de roche,Pane di roccia,Pan de roca,Pão de Rocha,,,Скалистые лепешки,Kaya Ekmeği,Stenbrød,,Rockbread,,,,岩石パン,,
FOODSTUFF.ROCKBREAD.TOOLTIP,This is an infamously tough bread which is so hard and practically inedible that it takes a very long time to turn mouldy. The human explorer J. A. Moffatt once described eating it as “akin to chewing gravel that has been dredged from a swamp”. Fortunately most dwarves don’t seem to mind.,,"Dies ist ein berüchtigt zähes Brot, das so hart und ungenießbar ist, dass es eine sehr lange Zeit braucht bis es schimmelt. Der menschliche Forscher J.A. Moffatt beschrieb den Verzehr einmal damit “Kieselsteine zu kauen, die aus einem Sumpf stammen”. Glücklicherweise scheinen die meisten Zwerge zufrieden damit zu sein.","C'est un pain infamamment dur qui est si dur et pratiquement non comestible qu'il faut beaucoup de temps pour devenir moisi. L'explorateur humain J. A. Moffatt a décrit un jour la consommation comme «semblable à du gravier à mâcher qui a été dragué dans un marais». Heureusement, la plupart des nains ne semblent pas dérangés.","Si tratta di un pane infame duro, così duro e praticamente immangiabile che ci vuole molto tempo per diventare ammuffito. L'esploratore umano J. A. Moffatt ha descritto una volta mangiarlo come «simile alla ghiaia da masticare che è stata dragata da una palude». Fortunatamente alla maggior parte dei nani non sembra dispiaciere.","Se trata de un pan infamemente duro. Es prácticamente incomestible y está tan duro que tarda mucho tiempo en enmohecerse. Una vez, el explorador humano J. A. Moffatt describió comerlo como ""similar a masticar grava que ha sido dragada de un pantano"". Afortunadamente, a la mayoría de los enanos no les importa.","Este é um pão infame duro que é tão duro e praticamente não comestível que leva muito tempo para ficar moldado. O explorador humano J. A. Moffatt descreveu uma vez comê-lo como “semelhante a mastigar cascalho que foi dragado de um pântano”. Felizmente, a maioria dos anões não parecem se importar.",,,"Это печально жесткий хлеб, который настолько твердый и практически несъедобный, что он занимает очень много времени, чтобы превратиться в заплесневелый. Человек-исследователь Дж. А. Моффатт однажды описал, что едят его как «сродни жеваемому гравию, который был выгружен из болота». К счастью, большинство гномов не возражает.","Aşırı sağlam, hatta neredeyse yenemeyecek kadar sert ancak çok uzun süre küflenmeyen bir ekmek. insan kaşif J.A. Moffat bir defasında ekmeğin tadını ""Bataklıktan çıkarılmış bir çakıl taşını çiğnemeye çalışmak"" şeklinde betimlemiştir. Neyse ki cüceler bu tada çok aldırmıyorlar.","Dette er et berygted hårdt brød, som er så hårdt og uspiseligt at det tager lang tid før det mugner. Den menneskelige udforsker J. A. Moffatt beskrev det engang som at spise grus taget fra en svamp. Heldigvis virker de fleste dværge til at være ligeglade.",,Detta är ett skamligt tufft bröd som är så svårt och praktiskt oätligt att det tar mycket lång tid att bli mögligt. Den mänskliga upptäcktsresanden J. A. Moffatt beskrev en gång att äta den som ”besläktad med att tugga grus som har muddrats från ett träsk”. Lyckligtvis verkar de flesta dvärgar inte bry sig.,,,,カビが生えることなく長期に渡って保存が可能であり、そしてまたほとんど噛み砕けないほどに堅い、悪名高いパンです。人間の探検家であるJ.A.モファットは、このパンを食べることを「沼の底から砂利を掘り出して噛むようなもの」と表現しました。幸いなことに、ほとんどのドワーフは気にすることなく食べます。,,
FOODSTUFF.WHEAT-BREAD,Wheat,,Weizen,Blé,Grano,Trigo,Trigo,,,Пшеница,Buğday,Hvede,,Vete,,,,小麦,,

FUEL.SACK,Fuel,,Brennstoff,Carburant,Carburante,Combustible,Combustível,,,Топливо,Yakıt,Brændstof,,Bränsle,,,,燃料,,
FUEL.SACK.TOOLTIP,"Fuel is required in the production of metal, both by the {{FURNITURE.BLOOMERY_FURNACE}} and the {{FURNITURE.FORGE}}.",,"Brennstoff wird für die Herstellung von Metall benötigt, sowohl von dem {{FURNITURE.BLOOMERY_FURNACE}} als auch der {{FURNITURE.FORGE}}.","Le combustible est nécessaire pour la production de métal, à la fois par {{FURNITURE.BLOOMERY_FURNACE}} et par {{FURNITURE.FORGE}}.","Nella produzione di metallo è richiesto combustibile, sia dal {{FURNITURE.BLOOMERY_FURNCE}} che dal {FURNITURE.FORGE}}.","Se requiere combustible en la producción de metal, tanto para la {{Furniture.BLOOMERY_FURENT}} como para la {{Furniture.FORGE}}.","O combustível é necessário na produção de metal, tanto pelo {{MOBILITURE.BLOOMERY_FURNE}} e pelo {{MOBILITURE.FORGE}}.",,,"Топливо требуется при производстве металла, как {{FURNITURE.BLOOMERY_FURNACE}}, так и {{FURNITURE.FORGE}}."," {{FURNITURE.BLOOMERY_FURNACE}} yada {{FURNITURE.FORGE}} metal üretirken yakıt kullanılması gerekmektedir.","Brændstof er nødvendigt I produktionen af metal, både af {{FURNITURE.BLOOMERY_FURNACE}} og {{FURNITURE.FORGE}}.",,"Bränsle krävs vid tillverkning av metall, både av {{FEBURITURE.BLOOMERY_UGE}} och {{FURNITURE.FORGE}}.",,,,燃料は{{FURNITURE.BLOOMERY_FURNACE}}と{{FURNITURE.FORGE}}を用いた金属加工に必要になります。,,

FURNITURE.BAKERS_WORKTOP,Baker’s worktop,,Bäckerarbeitsplatte,Plan de travail de boulanger,Piano di lavoro Baker,Encimera de panadero,Bancada de padeiro,,,столешница Бейкера,Fırıncının tezgahı,Bagers arbejdstop,,Baker bänkskiva,,,,パン焼き作業台,,
FURNITURE.BAKERS_WORKTOP.TOOLTIP,A {{PROFESSION.CHEF}} works here to turn {{RESOURCE.FLOUR.SACK.PLURAL}} into {{INGREDIENT.DOUGH}}.,,"Ein {{PROFESSION.CHEF}} arbeitet hier, um {{RESOURCE.FLOUR.SACK.PLURAL}} zu {{INGREDIENT.DOUGH}} zu verarbeiten.",Un {{PROFESSION.CHEF}} travaille ici pour transformer {{RESOURCE.FLOUR.SACK.PLURAL}} en {{INGREDIENT.DUNTY}}.,Un {{PROFESSION.CHEF}} lavora qui per trasformare {{RESOURCE.FLOUR.SACK.PLURAL}} in {{INDIENT.DAST}}.,Un {{PROFESSION.CHEF}} trabaja aquí para convertir {{RESOURCE.FLOUR.SACK.PLURAL}} en {{INGREDIENT.DOUGH}}.,Um {{PROFISSION.CHEF}} trabalha aqui para transformar {{RESOURCE.FLOUR.SACK.PLURAL} em {{INGREIENT.DASHY}}.,,,"{{PROFESSION.CHEF}} работает здесь, чтобы превратить {{RESOURCE.FLOUR.SACK.PLURAL}} в {{INGREDIENT.DOUGH}}.",Bir {{PROFESSION.CHEF}} burada {{RESOURCE.FLOUR.SACK.PLURAL}}  {{INGREDIENT.DOUGH}} dönüştürmek için çalışıyor.,En {{PROFESSION.CHEF}} arbejder her for at lave {{RESOURCE.FLOUR.SACK.PLURAL}} om til{{INGREDIENT.DOUGH}}.,,A {{PROCESS.CHEF}} fungerar här för att förvandla {{RESOURCE.FLOUR.SACK.PLURAL}} till {{INDERENT.DEG}}.,,,,{{PROFESSION.CHEF}}が{{RESOURCE.FLOUR.SACK.PLURAL}}を{{INGREDIENT.DOUGH}}に加工するために必要です。,,
FURNITURE.BAKING_OVEN,Baker's oven,,Backofen,Four de boulanger,Forno da panettiere,Horno de panadería,Forno de padaria,Forno de padeiro,,Духовка для выпечки,Fırıncının ocağı,Bagers ovn,,Bakers ugn,,,,パン焼き窯,,
FURNITURE.BAKING_OVEN.TOOLTIP,A {{PROFESSION.CHEF}} bakes loaves here using prepared {{INGREDIENT.DOUGH}}.,,Ein {{PROFESSION.CHEF}} backt hier Laibe aus {{INGREDIENT.DOUGH}}.,Un {{PROFESSION.CHEF}} cuit des pains ici en utilisant {{INGREDIENT.Dough}} préparé.,Un {{PROFESSION.CHEF}} cuoce i pani usando {{INGREDIENT.DAST}} preparato.,Un {{PROFESSION.CHEF}} hornea aquí con {{INGREDIENT.DOUGH}} preparada.,Um {{PROFISSION.CHEF}} assa pães aqui usando {{INGREIENT.DATHY}} preparados.,,,"{{PROFESSION.CHEF}} здесь выпекает хлебы, используя приготовленные {{INGREDIENT.DOUGH}}.",Ein {{PROFESSION.CHEF}} backt hier Laibe aus {{INGREDIENT.DOUGH}}.,En {{PROFESSION.CHEF}} bager stykker af brød her ved at bruge {{INGREDIENT.DOUGH}}.,,En {{PROCISC.CHEF}} bakar bröd här med hjälp av preparerade {{INDERENT.DEG}}.,,,,{{PROFESSION.CHEF}}が{{INGREDIENT.DOUGH}}を焼いてパンを作るために必要です。,,
FURNITURE.BEER_TAPPER,Beer tapper,,Zapfhahn,,,Grifo de cerveza,,,,,Bira Garsonu,,,,,,,ビール注ぎ口,,
FURNITURE.BEER_TAPPER.STATE.BEER_AVAILABLE,Beer is available,,Bier ist vorhanden,,,Hay cerveza disponible,,,,,Bira mevcut,,,,,,,ビールが利用可能,,
FURNITURE.BEER_TAPPER.STATE.BEER_BARREL_INCOMING,A beer barrel is on the way,,Ein Bierfass ist unterwegs,,,El barril de cerveza está en camino,,,,,Bir bira fıçısı yolda,,,,,,,ビール樽を輸送中,,
FURNITURE.BEER_TAPPER.STATE.BEER_EXHAUSTED,The beer has all gone!,,Das Bier ist alle!,,,¡La cerveza se ha agotado!,,,,,Bira bitti!,,,,,,,ビールがなくなりました。,,
FURNITURE.BEER_TAPPER.STATE.IDLE,Idle (no beer available),,Untätig (kein Bier vorhanden),,,A la espera (no hay cerveza disponible),,,,,Bom boş (Bira mevcut değil),,,,,,,待機中(ビールがありません),,
FURNITURE.BEER_TAPPER.TOOLTIP,This is where fermented {{LIQUID.BEER}} is served from.,,Von hier wird fermentiertes {{LIQUID.BEER}} serviert.,,,Aqui es donde se sirve la {{LIQUID.BEER}}.,,,,,{{LIQUID.BEER}} buradan servis ediliyor.,,,,,,,発酵した{{LIQUID.BEER}}をグラスに注ぐ注ぎ口です。,,
FURNITURE.BLOOMERY_FURNACE,Bloomery furnace,,Brennofen,Four à fleurs,Forno a fioritura,Horno de copela,Forno de Bloomery,,,Блумери печь,Demirci ocağı,Blomstrende ovn,,Bloomery ugn,,,,製錬所,,
FURNITURE.BLOOMERY_FURNACE.TOOLTIP,A {{PROFESSION.BLACKSMITH}} uses this hand-operated furnace to turn {{RESOURCE.ORE.CRUSHED.PLURAL}} and {{FUEL.SACK}} into {{MATERIAL_TYPE.METAL.ADJECTIVE}} {{RESOURCE.METAL.INGOT.PLURAL}}.,,"Ein {{PROFESSION.BLACKSMITH}} benutzt diese handbetriebene Schmiede, um {{RESOURCE.ORE.CRUSHED.PLURAL}} und {{FUEL.SACK}} zu {{MATERIAL_TYPE.METAL.ADJECTIVE}} {{RESOURCE.METAL.INGOT.PLURAL}} zu verarbeiten.",Un {{PROFESSION.BLACKSMITH}} utilise ce four à commande manuelle pour transformer {{RESOURCE.ORE.CRUSHED.PLURAL}} et {{FUEL.SACK}} en {{MATERIAL_TYPE.METAL.ADJECTIVE}} {{RESOURCE.METAL.INGOT.PLURAL}}}}}.,Un {{PROFESSION.BLACKSMITH} utilizza questo forno manuale per trasformare {{RESOURCE.ORE.CRUSHED.PLURAL}} e {{FUEL.SACK}} in {{MATERIAL_TYPE.METAL.ADJETTIVE}} {{RESOURCE.METAL.INGOT.PLURAL}}}}}}.,Un {{PROFESSION.BLACKSMITH}} utiliza este horno manual para convertir {{RESOURCE.ORE.CRUSHED.PLURAL}} y {{FUEL.SACK}} en {{RESOURCE.METAL.INGOT.PLURAL}} {{MATERIAL_TYPE.METAL.ADJECTIVE}}.,Um {{PROFISSION.BLACKSMITH}} usa este forno operado à mão para transformar {{RESOURCE.ORE.CROSSHED.PLURAL}} e {{FUEL.SACK}} em {{MATERIAL_TYPE.METAL.ADJECTIVE}} {RESOURCE.METAL.INGOT.PLURAL}}.,,,"{{PROFESSION.BLACKSMITH}} использует эту ручную печь, чтобы превратить {{RESOURCE.ORE.CRUSHED.PLURAL}} и {{FUEL.SACK}} в {{MATERIAL_TYPE.METAL.ADJECTIVE}} {RESOURCE.METAL.INGOT.PLURAL}}.","{{PROFESSION.BLACKSMITH}} manuel fırını kullanarak  {{RESOURCE.ORE.CRUSHED.PLURAL}} ve {{FUEL.SACK}} nı  {{MATERIAL_TYPE.METAL.ADJECTIVE}} {{RESOURCE.METAL.INGOT.PLURAL}} dönüştürür. ",En {{PROFESSION.BLACKSMITH}} bruger denne hånd-opereret ovn til at forvandle  {{RESOURCE.ORE.CRUSHED.PLURAL}} og {{FUEL.SACK}} om til {{MATERIAL_TYPE.METAL.ADJECTIVE}} {{RESOURCE.METAL.INGOT.PLURAL}}.,,En {{PROFESSI.BLAKSMITH}} använder denna handdrivna ugn för att omvandla {{RESOURCE.ORE.CRUSHED.PLURAL}} och {FUEL.SACK}} till {{MATERIAL_TYPE.METAL.INGOT.PLURAL}}.,,,,{{PROFESSION.BLACKSMITH}}は{{RESOURCE.ORE.CRUSHED.PLURAL}}と{{FUEL.SACK}}を投入し、{{MATERIAL_TYPE.METAL.ADJECTIVE}} {{RESOURCE.METAL.INGOT.PLURAL}}を製錬します。,,
FURNITURE.BREW_KETTLE,Brew kettle,,Braukessel,,,Olla de cocción,,,,,Demleme tankı,,,,,,,煮沸器,,
FURNITURE.BREW_KETTLE.TOOLTIP,This is used to produce the final wort (unfermented beer) using {{VEGETABLE.HOPS}} and wort from the {{FURNITURE.MASH_TUN}}.,,Aus {{VEGETABLE.HOPS}} und Stammwürze vom {{FURNITURE.MASH_TUN}} wird hier die Bierwürze (ungegärtes Bier) hergestellt.,,,Se usa para producir el mosto cervecero (cerveza sin fermentar) usando {{VEGETABLE.HOPS}} y mosto de malta de la {{FURNITURE.MASH_TUN}}.,,,,,Bu tank {{VEGETABLE.HOPS}} ve {{FURNITURE.MASH_TUN}} kullanarak fermente edilmemiş birayı yapmakta kullanılır.,,,,,,,{{FURNITURE.MASH_TUN}}の麦汁に{{VEGETABLE.HOPS}}を加えて加熱し、煮沸済みの麦汁(すなわち、未発酵のビール)を作ります。,,
